Sample	WF_10	WF_11	WF_12	WF_13	WF_14	WF_15	WF_16	WF_17	WF_18	WF_19	WF_2	WF_20	WF_201	WF_202	WF_203	WF_204	WF_22	WF_23	WF_24	WF_25	WF_26	WF_27	WF_28	WF_29	WF_3	WF_30	WF_31	WF_32	WF_33	WF_34	WF_35	WF_36	WF_37	WF_38	WF_39	WF_4	WF_40	WF_41	WF_42	WF_43	WF_44	WF_46	WF_48	WF_49	WF_5	WF_50	WF_51	WF_52	WF_53	WF_54	WF_55	WF_56	WF_57	WF_58	WF_59	WF_6	WF_60	WF_62	WF_63	WF_64	WF_65	WF_66	WF_67	WF_68	WF_69	WF_70	WF_71	WF_72	WF_73	WF_74	WF_75	WF_76	WF_77	WF_78	WF_79	WF_8	WF_80	WF_81	WF_82	WF_83	WF_84	WF_85	WF_86	WF_87	WF_88	WF_9
Diet	high	high	high	high	high	high	low	low	low	low	low	low	low	high	low	low	high	high	high	low	low	low	high	high	high	high	high	high	high	low	low	low	low	high	low	high	high	low	high	high	high	high	high	low	high	high	low	low	low	low	high	low	high	low	high	high	high	low	high	high	high	low	low	high	high	low	low	low	high	high	low	low	high	high	low	low	low	high	high	low	low	high	high	low	low	low
PWY-6643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.03190241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.53163111	0	0	0	0	0	0	0	0	0	11.68275995	0	0	0	0	11.91325866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6644	145.233994	43.65675503	135.0948366	42.69727476	128.1869494	41.96937629	155.3640423	53.73528285	137.2710475	55.32079442	245.6464954	47.12307413	17.75689428	13.43792916	32.28540947	34.65173721	30.32099851	41.22668167	44.12953568	71.35528688	41.51463854	38.22548247	91.13470769	33.6495418	67.80596233	110.0955726	22.12159792	106.1775431	26.0181758	37.29330146	36.00282229	55.03707223	45.15958369	63.57489628	33.42241712	102.7082499	61.49487355	117.9445766	36.9537365	104.2048838	36.38717391	56.23227292	85.24977597	40.0720914	58.32980827	76.17181844	99.86796363	52.76201386	127.887518	31.97961649	76.68525405	38.3467075	83.54173167	23.53492149	33.65047074	128.0050876	26.75158928	59.89068871	10.76193858	14.72409283	16.54473374	77.82045659	45.02256827	77.78320453	74.96176597	35.79207015	41.79022686	49.08115814	55.88183848	43.85242711	44.89716803	29.95734527	38.09661249	47.44333535	42.55229739	47.12737776	50.90692042	17.94349653	16.17519629	23.02722341	24.71935679	25.52406915	24.14564676	47.17335629	35.28239927	28.430278
PWY-6646	0.784515113	0	0	0	0	0	0	0.150411716	0.19364684	0	0.271103417	0	0	0	0.169532929	0.627357885	0	0	0	1.914935557	0	0.359106791	0	0	0	0	0	0	0	0	0	0	0.279883602	0.136480357	0	0	0.201339833	0	0	0.225337163	0	0.272262701	0	0.185631601	0.178628188	0	0	0	0	0	0.217044912	0	0	0	0.67404961	0	0	0	0	0	0	0	0	0	0.071877278	0	0.2033215	0.138503201	0	0	0	0	0	0	0	0	0	0	0	0	0.524001653	0	0	0	0	0
PWY-6650	643.0822925	347.9975622	660.2740186	235.9591836	622.6179032	392.9532062	793.6006617	304.3647079	785.1689458	284.9112192	1070.324546	248.1021574	166.9216769	179.8175629	214.3178063	180.7908817	199.3610854	634.1649269	239.4171248	566.2192593	211.4574465	200.3142189	654.0999302	226.4747013	294.8526071	782.3284456	139.6246881	693.2210318	232.4026796	827.0298014	237.0244952	754.3592731	230.249988	778.7557009	225.8587117	648.5193292	696.9942327	744.5132808	249.7062324	702.6758448	216.7593482	637.1639389	621.4403653	156.7916718	285.3578311	689.8754558	704.9390963	245.876599	733.2423495	208.861251	749.2884438	221.9400317	594.4829756	145.9797492	191.4071653	657.4510737	211.3529446	178.6505384	142.4162493	129.6949428	154.9564436	241.5779938	133.509068	308.7625804	248.7259272	204.2355882	248.4412162	246.1040705	196.6184793	173.5826477	245.892973	160.1440119	206.8469614	189.407272	184.3414018	223.9461826	173.6861157	182.0409565	177.9979472	180.7593094	132.8724987	162.5023175	200.8495797	208.4799047	200.3611429	156.7167113
PWY-6654	122.6174676	0	117.7186598	0	99.14947332	0	114.3947797	39.16906579	0	0	196.2741203	30.47869124	0	0	0	34.67572955	0	100.4780046	28.06796445	0	0	0	0	32.9004117	35.33191007	130.5086708	35.61121981	0	0	52.6245867	45.38771848	34.28709166	0	86.9983129	0	0	0	153.1858967	0	146.5966656	45.44599566	172.3015062	0	33.06281908	0	168.485563	185.862906	38.40062243	136.912799	0	177.8349196	0	125.386973	0	0	0	0	21.23575396	0	36.64902789	30.21077503	10.63591738	8.152264695	36.07847113	13.0660754	28.24270215	44.55729367	32.2642031	29.24766452	0	54.21073207	0	34.91759944	40.52327579	30.60509426	0	0	17.23142183	0	31.51603901	0	35.58079158	52.50482607	29.24703502	0	0
PWY-6655	22.67740643	1.057624704	25.96634488	0.973833261	21.85878534	1.116468927	12.497299	7.281603268	4.160250538	5.040629331	23.0649243	0.931314765	0.457734925	5.824167102	0.983426269	0.928436412	4.907383505	2.257517745	2.079686523	2.333751967	0.846091078	0.769966056	5.037031281	1.548815885	7.69923409	9.412883761	0.875956558	7.572556348	0.651290926	2.561794	5.263042632	1.991710488	1.96817061	3.106001097	2.053931446	2.501551542	1.459604549	1.466111616	1.051590672	5.198485253	0.814463925	1.486440539	2.101654535	0.746323801	3.381728954	1.902486775	2.716224374	2.801790169	3.310890267	1.515819931	3.010252279	1.006873019	4.306951777	0.689468341	0.61234803	2.356091064	0.531090568	4.162037747	1.369247652	0.773825547	1.232428999	4.160182943	2.231542748	6.072046026	2.88207215	1.102260614	2.244287591	2.261946613	2.199973579	1.722984166	3.291219044	2.134124643	2.69903119	3.404872932	2.075283958	0.528260973	1.184707122	4.099021697	5.207391649	1.26775284	0.493333542	0.530569421	0.41600408	4.12974968	3.212346674	0.564513642
PWY-6657	55.28410641	2.359347075	63.2403575	2.189714363	53.82508994	2.598194553	30.25386734	17.99255914	10.01980398	12.55393305	56.6459967	2.107404399	0.851849215	14.45617151	2.27842555	2.126619303	12.17524514	5.33743602	5.068969256	5.376299543	1.873875086	1.861238601	11.91522846	3.747059155	19.14094819	23.20873815	2.063608878	18.32601164	1.483215749	6.319428529	13.0111465	4.455571123	4.644641671	7.773044009	4.920576434	5.632586624	3.426562586	2.844829485	2.51885391	12.65088409	1.817506801	3.00970762	4.425880475	1.974385304	8.326063485	4.23188224	6.359212996	7.01317257	7.554910122	3.670854924	7.083955082	2.332202845	10.48366244	1.571334436	1.469673545	5.743384025	1.315257766	8.135805621	3.486981203	1.671248263	3.061730418	10.09665051	5.315309336	10.74688629	7.212156334	2.925512016	5.348717106	5.122187638	5.355921401	4.200702077	8.035925126	5.067375368	6.479505463	8.47249738	4.813176225	1.112631579	2.859860967	10.02015813	12.97052087	3.052472629	1.296337752	1.246048805	1.019447971	10.13857738	7.850280756	1.37633451
PWY-6660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.843365388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.318442451	0	0	0	0	0	0	0	0	0	0
PWY-6666	1903.261535	1028.976194	1962.644165	699.4972632	1853.002055	1158.446161	2361.917124	904.038313	2336.460169	850.840137	3174.786608	730.6813925	496.5418147	536.1462197	636.9683074	539.0045015	593.6085073	1897.234413	711.0193692	1686.539657	622.3570858	590.9055533	1922.640971	669.8689294	877.2424569	2285.249167	414.6323715	2045.906475	684.9879887	2473.774483	706.045839	2256.487073	683.8953818	2323.240148	674.5579322	1934.060026	2083.981603	2208.826281	744.2750394	2103.144397	644.4763501	1899.713573	1847.149714	465.906127	848.7138356	2056.251456	2106.850728	729.0882242	2189.807206	622.8555488	2238.57896	662.013969	1777.108833	434.6723537	572.3250129	1964.977205	632.0620073	490.5553809	423.7686248	387.1793494	461.8819432	690.6903493	381.5863617	876.0480553	732.9916529	608.5282642	740.5708876	733.3163375	585.8904972	515.3541461	726.7675532	473.937129	609.1220925	562.6417287	533.6397714	664.0078195	518.0354915	537.942865	528.2162208	534.5731062	391.7992583	477.2774855	591.1382149	617.4121304	589.5607724	458.2467557
PWY-6667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.553229364	0	0	0	0	0	0	0	0	0	0	0.174387043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075188825	0	0
PWY-6669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101570847	0	0	0	0	0	0
PWY-6670	161.830288	40.30766669	227.5756786	30.48690285	196.4749693	52.67850208	152.0510839	58.70664178	190.1961219	65.87248625	276.8032812	50.1509284	23.51203673	49.36397038	37.60745708	54.1941136	36.60888461	157.8803757	62.02761137	177.9166223	39.26645668	39.27182343	148.1376795	44.51335685	50.56476183	115.1547855	25.43326881	100.1816053	34.97922857	49.4551965	52.55771767	50.86688666	54.27835563	47.30066574	57.84171274	192.4165416	101.9108821	269.2540713	41.15110778	158.1021605	38.42113189	193.8120444	150.9830803	87.03317293	50.3505122	232.2074323	170.5265144	60.10734011	171.1422374	45.93320404	194.0578475	40.68867201	140.0891914	33.77350461	57.58638366	194.2726353	49.73147002	43.82865437	39.06800372	40.98695567	34.97571193	34.61161144	27.48206786	73.57608808	46.30614972	30.80132559	42.18406445	37.87406005	54.8052062	61.04020747	61.24431215	44.1039876	54.03884219	57.16281818	54.81056736	39.51168101	46.09825514	49.21578525	40.74589645	39.54497553	27.1017967	62.5953901	76.68569786	42.1714161	44.88459079	40.40893399
PWY-6672	379.6369723	121.0536097	377.9942288	94.36505827	333.8487157	129.7946823	300.2418741	134.3401751	360.2999177	141.3039766	564.0641304	119.8546452	77.40312905	92.33768132	90.89829737	110.1800215	90.31146647	301.6666878	138.2399259	315.4728528	105.8227483	101.7437881	348.1033241	110.8894886	135.6140603	298.4900204	86.66892176	285.6248014	102.0111054	247.5768345	109.1033171	243.8389521	131.9306116	319.4876522	141.1036325	361.1593428	276.3155906	431.096562	124.8261947	293.7395986	86.98839008	300.4773565	292.3756027	151.8381185	147.2226975	367.9561716	319.7313785	153.1818552	297.1421155	102.8628301	327.6590279	101.6305356	241.7004481	80.65600591	100.3014938	373.651267	108.7461862	143.5528991	76.96520494	79.75373476	89.81280668	117.6727396	99.70302623	240.7936213	132.7347723	92.97473851	119.5300088	100.4050794	115.5344978	98.82788979	144.9162077	106.6298855	105.6114335	108.2642747	138.8234807	111.1061864	89.67159591	82.23608109	72.7153365	80.11130289	63.61989963	83.2599085	85.10690734	83.85030197	74.963187	82.17063037
PWY-6673	253.5215704	69.20376679	225.2986131	57.71954466	186.767839	0	160.4246764	81.06475865	205.0924175	90.72587069	374.8954488	76.95309899	38.27295308	0	0	67.2807242	47.96486298	204.7798782	74.2945792	220.3942062	73.2799359	70.35899305	245.1799653	76.96485438	81.24463113	177.5236738	64.59731441	176.8805618	69.08987567	0	60.03861462	108.0432368	89.32731532	195.5561238	0	200.8043135	146.1308018	291.387633	74.61048705	203.7108598	46.59915755	229.311322	199.2288776	104.0516185	103.0196621	249.5780587	237.2324397	97.15744738	210.8791455	0	274.1911527	0	168.4876947	0	64.88337139	210.2518761	50.41318166	0	45.40492566	49.40526523	61.29652573	0	73.64103832	0	92.17511759	58.43533294	73.91413448	59.43950712	79.21746011	61.14930709	86.19172045	0	63.74613059	76.85073043	111.5079626	72.13256889	0	0	42.20053495	0	0	79.40765308	0	0	0	60.65912938
PWY-6678	0	0	0	0	0	0	0	0	0	0	0.173536912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038951631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028927533	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6679	379.0512837	129.1412935	357.7645243	97.46873005	322.0516504	139.9889219	318.6079862	140.4889396	372.6404415	142.7684304	556.270315	106.7050546	82.31191619	79.11566645	109.79089	95.69258806	92.57652473	252.6569066	135.1102142	277.8700151	92.94963521	85.55473604	283.8706341	99.21125369	146.51446	315.569512	68.01486596	281.2937464	89.38247988	279.36947	111.3935234	260.7390683	124.6342097	308.107003	125.7404426	334.8082206	276.2417562	396.3903342	139.7076621	288.6679379	96.32234619	272.1726727	285.2530555	119.6047291	151.761855	337.5342486	297.7476549	156.0116283	303.1656051	101.7965554	279.194713	112.3859658	228.9135468	72.60087825	90.12488349	346.3276946	106.5798151	109.4925794	72.25819906	69.89700936	78.92332405	126.5194018	84.93410726	182.800458	134.0266263	100.2414678	121.9142395	115.1053789	104.9857278	89.60549022	129.9191404	90.37764758	90.2937256	90.40079927	105.4381865	110.5360972	83.80341278	75.9356938	67.04249219	65.89806112	49.37822124	60.25688586	66.74733914	86.37828259	79.51714388	76.28097578
PWY-6681	201.9252442	132.2107538	213.3997217	75.13193506	225.7644742	128.0048502	228.8592349	87.39221074	221.8521834	86.63757926	299.9240112	69.72009221	93.01516951	58.93375987	77.81501496	57.24990203	70.76554423	219.778617	80.99038246	146.360494	69.67958499	67.85540004	236.5273519	84.88482276	88.21107672	232.3902949	63.6588294	193.4578085	68.47547487	457.2371459	62.79498379	366.8136748	69.00038419	352.7525646	65.9946846	198.806027	311.7876454	202.5217141	76.80477141	200.5531233	57.65880441	139.4493475	148.812885	32.81759119	88.11627309	176.41906	184.1991003	75.90803014	211.7696902	50.10106953	174.2807649	65.46335256	159.6935709	36.57453719	44.61435374	234.1616713	64.92480644	58.09162377	33.30782765	34.44092715	46.61836814	72.432307	30.52426723	99.59548933	77.94456732	54.99456075	62.865582	75.40591937	70.41715697	55.33220244	80.4487158	52.16487849	58.43191083	64.01125484	67.73913261	76.28792268	54.12368865	38.54333783	46.38602599	36.37245813	35.14618754	53.73285437	54.43378378	62.64465515	66.33060677	41.70669544
PWY-6682	628.8725135	300.0578048	616.6911929	205.6734869	593.4888338	346.4286116	715.8002054	280.7840841	713.4775022	255.3844232	964.7016108	205.0927482	159.4608178	172.7680328	198.0533263	175.6944573	181.649694	556.5044275	221.1723894	491.6902326	175.2346408	163.5942827	538.8420938	183.9810025	276.9975667	654.2830804	114.4803756	595.6085709	187.9957938	733.7315849	207.4535614	655.2329748	201.6191261	730.9775697	221.1230298	594.5711505	630.3387028	663.3775237	241.1953666	577.6028659	194.4416674	507.6216251	526.3326489	170.3157144	258.8125465	588.3471143	575.8432193	248.9496878	591.40008	196.5271821	562.8338369	214.2679217	472.7085154	128.1752528	164.5923168	604.2120911	199.1836772	182.8524899	133.2626387	123.3067544	143.1476797	217.159809	130.3227792	310.391247	215.9508461	185.0991991	231.3165364	219.1767502	173.9639739	150.9530019	233.5661208	146.6748503	183.3250957	160.6173734	176.1185318	192.7845679	146.5048683	156.5009044	152.5607181	146.8530638	106.0126305	115.9737184	150.5338668	171.3174162	163.5487396	134.9425863
PWY-6683	235.9925727	74.08905636	229.0709596	48.00728006	200.9271354	92.59615963	246.0571373	77.58370383	297.6875408	87.26935122	390.2978423	55.97038585	0	0	0	44.26623272	0	184.3939426	0	248.7319829	42.44748542	33.62145979	173.213909	42.23011684	0	222.756451	0	169.8308623	0	99.74004333	72.40905791	85.11444219	72.22223761	122.2954825	71.6329925	187.2355692	0	316.3069466	0	272.3633999	65.31043771	323.2883509	207.2603695	41.90773527	118.0759148	309.2607877	280.0806202	98.80423429	299.2177501	0	321.9317566	0	236.3730793	36.48754356	0	217.0316998	56.43851058	56.24572841	0	44.14109068	0	60.18875279	29.52607059	102.1890104	90.64870903	59.45866987	63.59892532	0	71.2097366	0	37.73549105	34.79827396	45.54325175	37.96203603	84.25427344	47.57918368	50.61131669	0	45.08790513	64.56100893	56.76515983	80.34787517	85.97690324	61.98433494	0	62.28199223
PWY-6684	0.645838871	0.163873762	0.583476603	0.136874409	0.336056809	0.146028262	0.398302254	0.08577606	0.738932728	0.097807145	0.512030455	0.138912732	0.010264351	0.086610692	0.070379346	0.085309198	0.114593052	0.256947963	0.238160895	0.468139577	0.06850503	0.183396436	0.210404195	0.033377243	0.083370689	0.388401512	0.035267939	0.374351012	0.012040893	1.336804676	0.08841304	1.075309964	0.035829161	0.662852151	0.118136244	0.721466987	0.941843281	0.45177351	0.031809547	0.177140447	0.252443388	0.195056384	0.508589643	0.230559353	0.148273173	0.244562175	0.552988179	0.267560911	0.315339204	0.240587835	0.15282169	0.548734901	0.267877945	0.36876619	0.063631089	0.421245137	0.317255893	0.068496307	0.077023574	0.053041145	0.053153894	0.228117827	0.161606304	0.359655926	0.132363903	0.173261952	0.171027321	0.102876949	0.383785238	0.133616489	0.576931115	0.300705621	0.240646883	0.104798491	0.106429322	0.137737969	0.09879472	0.120653752	0.169004342	0.11021425	0.174642449	0	0.018275346	0.190585023	0.165051423	0.014251884
PWY-6686	31.68342905	14.23729878	26.63948137	5.666116386	31.00731203	4.978314835	45.33029431	11.48712685	21.71643726	12.9452111	39.8975076	9.634045063	3.0813109	6.202147368	6.714471547	3.625918386	5.412202483	11.33288964	10.90551389	15.31776508	4.943594537	6.908494956	15.12286849	11.33730189	12.36992751	23.33934347	4.00995941	11.26896987	9.412521943	9.403399703	8.082157834	10.53087632	8.696578755	18.05711474	7.462021352	12.54827934	10.05206821	26.89515609	11.17206014	14.74975413	8.037038255	14.50218282	17.45303193	8.410732445	8.169666904	15.91433935	14.09546141	16.78194296	12.01808765	9.079294412	10.50837735	8.814990886	14.08025893	2.852497185	6.305452708	14.90405106	6.240871776	36.07403315	4.909423942	4.058329436	7.011620275	21.39077086	16.55811935	61.56865535	18.92978143	5.301006072	9.0884527	8.917941406	8.08440942	7.334834783	8.407739613	7.445397563	9.923964503	7.560488242	21.78631731	6.875345851	6.309607867	8.390203454	10.93096761	10.74455554	12.12127599	2.797686071	7.715020263	2.571030671	7.502892198	4.27680594
PWY-6689	0.38703099	0.124424537	0.47539929	0.079527746	1.106930523	0.033480604	0.029985624	0.126304407	0.38312259	0.256568725	2.035019759	0.139452235	0.011452048	0	0.249076406	0.034170865	0	0.102962517	0.198704512	0.381516074	0.336587325	0.085074211	0.212871233	0.270343336	0.216427354	0.17723633	0.063411099	0.262251685	0.641793674	0.605279615	0.023340386	0.929653662	0	0.033384005	0.079621988	0.143541993	0	1.18882989	0.029407694	3.167978865	0.03640021	2.779801958	0.238757428	0.306091215	0.162595846	0.827127289	8.809319364	0.183387803	1.674958472	0.17111498	3.554145861	0.010973679	4.022066545	0.114174045	0.318168122	0	0.360892398	9.256597169	0	0.357868875	1.34303708	4.286629429	2.285082932	17.86077443	1.50173741	2.31970969	2.372824996	2.914824031	2.681396979	0.575946831	0.010439428	0.408680055	0.171296025	0.332698631	6.205926271	0.121507069	0.12122824	0.126984127	0.072002683	0	0.019435685	0	1.804253561	0.178037123	0.237207878	0.055523547
PWY-6690	0.570015591	0	0	0.544774252	0	0	0	0	0	0	0.432481287	0	0	0	0	0	0	0.200561572	0	0.444842433	0	0	0	0	0	0	0	0	0.009358961	0	0.0343633	0	0	0.34483823	0	0	0	1.780874682	0.03076827	0	0.045648995	1.694135766	0.249233805	0	0	0	0.33859061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.350508237	0	3.237281559	0	0	0	0	0.249315277	0	0	0	0	0	0
PWY-6692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.628596674	0.57305089	0	0	0
PWY-6693	373.0595667	171.0398805	345.0519239	123.2068826	344.7843611	179.7905241	364.7710104	151.1453088	412.0384978	148.9797211	515.9573376	122.9427561	122.0164647	91.51416571	133.6322315	116.628324	120.2918974	321.6778068	174.4017373	287.604719	99.96432025	98.45737105	260.5929382	105.1799503	168.0218353	351.7327371	76.99313988	315.139738	110.4797464	539.2017613	129.56545	454.4019991	132.3824909	462.2721564	148.757139	416.2688159	392.0442741	348.1182969	157.1983799	257.2361775	112.74323	223.2996243	274.3967694	113.7756184	152.9778992	305.1423605	266.5935123	168.0456094	252.9514546	116.0863199	210.3630732	133.2902688	199.3071998	77.62642689	97.01999105	437.3097272	161.1976441	95.72115824	86.58398655	86.83255389	90.80689746	120.8593384	94.01096	166.3722307	132.7687029	108.2744536	146.5116281	123.9646854	94.56045576	85.82977251	166.5235992	92.00886788	99.05391176	76.4574866	93.11108879	123.2689389	73.15814284	89.12872267	83.47885201	64.77279933	42.33072065	32.3074108	46.01177244	86.13984462	81.65723293	78.17361996
PWY-6695	2.145969633	0	2.306227567	0	3.904606828	0	0	0	0	0	2.734097302	0.651228055	0	0	0	0	0	0	0	0	0	0	0	2.174810038	1.780274843	0	4.219437486	0.583809683	4.399482265	0	0	0	0.392156863	0	0	22.50605181	0	1.697196049	0	0	0	0	0.494654702	0	0	1.560146551	0	0	0	0	0	0	0	0	0	0	0	4.635896836	0	0	0	1.45506609	1.304692964	9.810527533	0.894505634	0	0	0	0	0	0	0.012791552	0	0	2.654838552	1.34413696	0	0	0	0	0	0.392156863	0	6.062853184	0	0
PWY-6696	0	0	0	0	0	0.292396975	7.313249611	1.650798683	9.395542801	0.530777858	0	0	19.06378474	5.952314435	5.490290429	5.814389839	0	6.359164044	0	2.667639249	0.765263866	1.180261598	0	0	0	0	0	0	0	22.19158441	0	13.57297637	0	9.389707574	0	0	7.073270006	0	0	0	0.336517306	2.776625246	0	1.05826677	0.999433168	0	0	0	0	0.353904811	0	0.366438721	0	2.925344162	2.038507071	17.73080638	4.000953317	0	0	0	0	0	0	0	0	0	0	2.008551216	2.555347391	2.171980062	0	0	0	0	0	0	0	4.735475085	5.7882002	0	0	0	0.765031717	0	3.115190146	0
PWY-6698	0.850340136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.494810761	0	0	0	0	0.552906929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.106332277	0	0.578547992	0	0	0	0.857938391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6699	0.162059879	0	1.169849038	0	0	0	0	0	0	0	0	0	0.205698907	0	0	0.047385238	0	0	0	0.110106209	0.248338321	0.352299696	0	0	0	0	0	0	0.161915262	0	0	0	0	0	0	0	0	0.132718996	0	0	0	0	0	0.063751854	0	0.080422323	0.145050138	0	0	0	0.193144155	0	0	0	0.130498153	0	0	0	0	0	0	0	0	0	0	0	0	0.079247436	0	0	0	0	0	0	0	0	0	0	0	0	0	0.350589822	0	0	0	0
PWY-6700	572.2172426	221.6246908	647.6451239	160.4378931	565.5754409	255.0954497	527.6572536	228.6779638	563.1960927	239.880803	1004.597131	211.1049943	85.82145204	119.2429548	158.5443387	160.8404602	144.223477	324.7855463	191.8594668	515.5930032	190.8209626	185.6397655	526.082845	206.8861503	229.890882	565.3516731	150.7780996	504.4881067	164.9253942	221.4046801	184.462924	220.5554306	196.3285143	308.2112065	197.6729927	370.7943232	319.2617709	602.8983032	253.1857298	581.1619078	182.112145	422.4573474	450.8780735	181.8265995	234.0341515	573.2965607	554.8621698	254.984876	530.4170362	187.4553879	530.4153396	202.3302617	444.5896228	100.8375286	155.4302614	442.9183994	143.3244093	127.6268891	131.4797343	111.3818804	126.4504249	187.5716546	108.1647762	197.8301423	174.1641279	179.3449071	179.4862608	199.7019022	154.3031458	132.4670005	210.9131322	144.4518601	157.7180916	167.9306418	134.1475136	198.2962828	132.5552894	129.1057031	113.4870926	124.0470085	102.3441823	107.7474639	140.5341469	134.3928559	124.0167881	138.041086
PWY-6703	279.5249794	138.0688382	271.4137417	102.4586942	234.3586239	154.2949174	293.162034	113.9750847	271.6962279	123.375257	427.8732643	109.1068774	88.10400263	48.09761202	76.48968923	47.03372283	75.24237756	302.6104335	100.614844	295.4540896	80.10019971	78.92273461	378.7253386	125.2249927	109.4309735	270.7083669	105.4143186	245.5403744	115.9168042	479.5041568	77.87444242	439.9325035	109.9867873	344.323818	75.12007543	255.977997	312.0691879	364.6212943	70.61780436	270.3395486	66.49268263	351.8123618	274.9305684	64.19395865	91.96627219	319.2153934	243.2209351	90.86465851	247.2461247	53.65422655	308.3794155	56.08188891	227.9201317	60.24627323	83.79172959	296.3008475	99.95236815	65.90846083	40.21358311	55.2863762	43.87095044	95.08074845	53.28342832	127.5249399	120.0448845	61.70975983	67.2666034	67.54661146	118.8293122	89.78580041	131.8014096	57.17107033	106.992321	105.1076566	87.63747261	99.35333155	101.9340348	79.52047603	73.27114776	63.47774055	59.52785704	104.8256681	107.7724698	83.20994038	97.4117021	63.26560127
PWY-6704	181.9235808	82.77020839	170.7395119	59.49028346	168.5159994	87.23034454	172.4990532	72.94558979	201.0487537	72.4278937	254.7677909	61.31136337	0	45.18260279	65.66458088	58.01585385	58.52394388	156.9048878	86.12079397	142.8425196	0	48.44786019	128.9589744	51.78594872	81.22555565	173.6705121	0	154.3313961	54.60460568	266.9732315	63.78961319	225.1419767	65.30695012	226.7830259	72.89583752	204.0617596	193.8515301	171.3453555	77.62116042	126.8967159	54.91568311	110.4372155	135.5572903	56.49160315	75.20892537	150.7854818	131.8844536	83.53141748	124.6951997	57.16168671	103.0975425	65.50926073	98.69248372	37.23935378	47.75744414	216.2130245	80.30569775	46.17303495	0	43.28081223	44.65740572	57.36529502	46.69704366	81.58540869	64.43922354	52.96155933	71.1004219	61.45873993	46.19387995	42.5819649	82.94541974	45.50628629	48.51722263	36.56830259	45.85274368	60.99515573	35.95231754	0	38.10946846	30.88163001	0	0	22.6639495	42.19769697	40.09516323	38.0710991
