Sample	WF_10	WF_11	WF_12	WF_13	WF_14	WF_15	WF_16	WF_17	WF_18	WF_19	WF_2	WF_20	WF_201	WF_202	WF_203	WF_204	WF_22	WF_23	WF_24	WF_25	WF_26	WF_27	WF_28	WF_29	WF_3	WF_30	WF_31	WF_32	WF_33	WF_34	WF_35	WF_36	WF_37	WF_38	WF_39	WF_4	WF_40	WF_41	WF_42	WF_43	WF_44	WF_46	WF_48	WF_49	WF_5	WF_50	WF_51	WF_52	WF_53	WF_54	WF_55	WF_56	WF_57	WF_58	WF_59	WF_6	WF_60	WF_62	WF_63	WF_64	WF_65	WF_66	WF_67	WF_68	WF_69	WF_70	WF_71	WF_72	WF_73	WF_74	WF_75	WF_76	WF_77	WF_78	WF_79	WF_8	WF_80	WF_81	WF_82	WF_83	WF_84	WF_85	WF_86	WF_87	WF_88	WF_9
Diet	high	high	high	high	high	high	low	low	low	low	low	low	low	high	low	low	high	high	high	low	low	low	high	high	high	high	high	high	high	low	low	low	low	high	low	high	high	low	high	high	high	high	high	low	high	high	low	low	low	low	high	low	high	low	high	high	high	low	high	high	high	low	low	high	high	low	low	low	high	high	low	low	high	high	low	low	low	high	high	low	low	high	high	low	low	low
DARABCAT-PWY	42.59005459	15.71356316	45.71088904	8.418893372	35.61360359	7.974762574	39.84606707	8.345210816	29.24878257	14.07072801	62.65890824	16.63240819	1.600467331	7.228224059	2.693831778	1.058163668	8.838490793	16.56214996	11.83722077	62.68954701	16.58440673	17.23622796	53.7534483	14.14196342	15.09859564	38.6487089	11.87775512	40.62819615	15.08024434	4.694320937	12.07976132	9.884879908	7.931503081	19.44955315	10.27402714	12.13460148	11.54130294	34.97728057	12.16165704	22.45713357	8.343938102	24.08832493	45.22859248	11.92075297	5.013853156	45.71368568	36.65692861	20.90734939	28.21921396	9.132988578	34.5305972	13.48594922	21.1882382	3.326500344	6.393512707	16.3790758	3.950076784	15.65521492	10.65886233	14.50633521	15.64193052	14.01442718	8.541924459	24.81241039	13.78224271	13.71581297	13.42549661	10.06775543	9.110234746	6.467349615	31.45914894	16.26254515	21.28141117	18.57592452	16.97465208	16.52466354	7.273204171	21.13487571	18.6847123	23.2245309	16.36791555	13.39101674	11.4174012	9.890691463	4.55029258	6.127329996
DARABCATK12-PWY	24.94847197	9.442654988	24.94312719	5.879050662	19.89448447	5.388829188	0	5.216446744	22.66605551	10.51483513	43.15965593	9.210870368	0	0	0	0.877028946	4.767192509	32.46340959	0	65.60681978	8.640150478	8.710621778	29.31235393	7.766875935	0	21.06409001	6.707839878	21.0099923	8.309084488	0	6.38782777	6.673183144	9.880852445	9.732691645	5.151962341	6.763194964	9.946016816	57.74163648	6.129971718	24.79850415	4.534864935	89.71779527	42.79522874	7.352164935	3.202820802	66.07470737	36.76966124	10.80162181	32.55080392	0	52.94531417	0	23.46816225	2.112633606	7.024174586	9.615061321	2.322985504	9.709296903	6.3732725	9.340850278	8.864806595	8.380850889	5.314544025	15.14395419	8.101820766	0	7.060695417	0	5.128361643	6.017251704	15.98592154	9.238322093	0	0	12.78503287	9.877977262	5.028390534	11.26986616	11.77798593	11.62195542	8.197696313	7.044872991	6.04953223	7.389508505	4.710776074	12.29803937
DARABITOLUTIL-PWY	22.47130684	12.69255945	21.35166147	10.42753149	17.78972526	13.50297874	5.433459015	5.976755122	8.585511913	3.435383485	25.28559935	4.387295672	0.866417497	3.093349376	5.540446192	0.849925401	5.068336811	8.3671035	1.868464265	10.79889771	2.789878751	2.422747072	6.598060703	3.536315029	8.492930067	10.80209979	2.758568267	8.207979975	4.853982972	10.76075778	4.587390157	11.53149791	2.299655018	16.42626312	2.08482846	7.586019071	12.06344291	8.808111305	5.493812925	7.579823922	2.693843655	7.398171654	11.25308775	1.659984686	4.853218871	11.7312939	6.688128434	7.211687187	10.70364784	4.015728485	5.424674378	5.681512546	8.481471867	1.764541031	3.080754423	8.082809918	4.404774663	11.30114962	1.412029938	1.504637891	2.37961217	6.402728447	6.179912062	25.51637542	7.573792635	3.787590847	4.28697307	2.967045413	1.32474298	3.16485282	5.13461719	4.942888979	7.151876277	4.47135199	5.443782745	4.099793125	1.321829528	3.836261605	2.316530766	2.589573849	4.022325205	0.876499646	4.496557529	1.271247256	1.136500539	1.23960478
DENITRIFICATION-PWY	0	0	1.610844269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.405360506	0	0	0	0	0	0	0
DENOVOPURINE2-PWY	528.4700278	289.1632175	551.8876718	209.6955074	483.750305	319.4537091	573.9765626	226.6328152	598.2240303	230.3570885	851.4800957	181.6938345	213.9104968	141.2247867	198.5986871	173.5334632	145.9379701	520.4331472	187.3881607	440.70574	163.3389714	151.6802183	508.6025506	183.6600786	231.5259631	529.4566364	132.112214	439.7026098	189.6978007	851.7984841	187.1282086	744.7633804	181.3221707	708.7489385	191.532274	593.8547543	649.1242589	586.0028408	204.355105	512.7516054	163.2648093	465.7118658	430.567998	193.1588885	226.3587755	525.3501602	501.2814631	216.7727706	499.595997	170.9769599	473.2138132	180.2330084	428.8088202	120.355949	149.9592306	622.008832	173.837981	140.6145622	122.472848	108.0662528	126.905158	173.7609252	101.9402601	221.6378677	196.7256004	161.0558494	179.2412068	184.2247748	145.7799873	134.0840653	184.1767905	128.9872877	151.8737373	151.06613	160.4159681	175.1224129	121.1230285	116.3370731	122.4853892	120.830643	92.60156741	122.5518262	141.3804374	145.8053048	132.130935	125.4074849
DESULFONATION-PWY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.398335529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DETOX1-PWY	37.44741757	37.45742888	37.33237797	11.66476191	32.62816017	23.14985315	58.87032281	31.57227069	28.46462386	23.74339946	61.00512433	13.49808295	7.130396022	4.942366158	8.767810367	10.70727028	8.774384898	63.91523867	13.44683141	106.6339937	10.87938878	16.94035673	49.50137721	24.45999708	16.09044997	49.331978	24.71180884	48.62256211	20.3398655	33.29910894	11.37560558	27.59721171	19.96278095	22.74184056	10.92612114	6.128571889	12.92522735	77.85314714	4.213552697	48.32667977	6.526068653	103.0432102	59.39161773	11.06201215	8.817247763	71.33499177	63.57392494	8.679635302	77.66723081	8.834912451	124.8987252	3.231978858	34.89748004	3.901965914	9.326997415	25.08390352	2.390374587	27.73008767	8.156972591	4.929118152	13.82335765	21.84980836	19.57673311	54.63952402	14.2900724	5.990939703	13.23235237	10.67798713	4.567934865	5.118445355	14.08200897	3.417302661	6.173923733	3.193374893	24.01753324	13.47817946	10.93684537	10.16002688	8.250825083	9.161239734	8.016015332	9.988216244	12.2996591	9.705823915	11.84046319	36.42332034
DHGLUCONATE-PYR-CAT-PWY	0.166773275	0	0	0.130677941	0	0.012691601	0	0	0	0	0	0	0	0	0.045581845	0	0	0.033574248	0	0	0	0	0	0	0	0	0	0	0.027081881	0.087980524	0	0.121529631	0	0.033466461	0	0	0	0	0	0	0	0	0	0.252169194	0.0154211	0.016993269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.172962251	0	0.307134465	0	0.015615568	0	0	0.057887743	0	0	0	0	0	0	0	0	0	0	0	0.209117524	0	0.013436675	0.143045969
DTDPRHAMSYN-PWY	372.9717801	183.5715935	418.7671008	156.754917	379.6866247	230.0637361	475.6933353	179.8062638	540.6060197	198.0638336	627.3044116	148.3580119	143.5953776	108.5877667	154.5379374	134.7583074	106.9421984	404.4397548	136.4244797	377.1573705	125.3563523	121.3599484	350.2339998	144.9374266	202.8435308	402.4966308	83.0740544	360.8284165	142.7747562	437.3071608	146.2572899	367.1675989	144.4375161	338.3263747	163.2322491	518.4635885	335.7769664	506.2520499	188.6680106	431.7962653	144.111674	477.2780332	355.4964359	139.4895072	199.46165	453.8458445	409.6300797	165.0182493	407.9287492	153.6900782	403.5403498	138.9483384	364.2318995	91.72640504	119.229308	548.2896362	143.7615049	125.6992689	103.5982263	92.33490488	96.91318978	173.8499236	106.2342881	216.6366762	185.6003346	155.9607895	168.6175875	180.7017913	129.7906709	113.3549857	132.9181368	92.00381089	111.0987021	102.9007747	123.9776929	135.8475888	107.9184408	95.38749911	100.2752451	74.94429528	57.82986306	81.04482687	93.23698139	147.0428288	126.0741843	112.3499559
ECASYN-PWY	186.62408	88.97071188	208.825754	73.13932472	188.4476073	107.6043335	221.4740205	83.82749709	251.3541168	89.83919197	303.1069826	69.20315708	61.25241276	50.93425171	68.62092581	58.23433243	52.2967123	190.4005156	67.87137658	179.0517284	61.19420311	58.15873848	168.6609968	64.64638477	94.46639668	196.7748654	39.55072916	177.1642668	65.60178524	190.7615336	69.42744616	162.4809012	75.25745261	160.8397956	81.10544668	228.3800198	156.8960662	228.8230708	88.24765244	200.2131612	69.98621766	201.3620496	158.7141055	63.88145634	86.43504131	204.7231557	192.5879244	80.78622191	187.0783109	72.82540484	181.5249787	70.22468306	167.5224756	42.72805535	55.43537777	245.8350187	62.40372131	60.20244733	45.92136869	41.28790703	43.31149464	79.44951698	50.09774703	105.8528455	85.19800149	71.35576031	74.82337178	80.39439782	61.63560311	52.00113001	63.82697174	44.9582919	55.64666498	50.36603787	59.7331166	66.7783553	51.46606094	50.05665013	46.50810976	36.13853194	30.01421161	37.72941232	45.00496655	70.18950254	57.43344307	52.72091744
ENTBACSYN-PWY	0	0	0	0	0	0	0	0	0.813313831	0	0.863404875	0	0	0	0	0	0	0	0	0.66093599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.562451702	0	0	0	0	0	0	0	0.60907958	0	0	0	0	0.701475137	0	0.049953034	0	0	0	0	6.399616969	0	0	0	2.528646448	4.329237066	17.03776317	2.024542254	0	0	0	0	0	0	0	0	0	4.977293924	0	0	0	0	0	0.669319366	0	0	0	0	0
ENTNER-DOUDOROFF-PWY	20.16630421	18.31663577	28.63609303	2.034197067	32.13700295	5.468848067	21.44711825	6.000351499	25.13518302	11.90651864	47.46353071	14.08977154	5.4499243	8.141712725	5.370404661	3.620190813	10.87051825	7.674864668	3.89194872	20.2691879	13.76816526	16.28568777	12.25240186	6.82041109	6.436901319	14.72922469	4.709599315	10.63674009	10.64861267	9.476098396	6.383445303	7.243431871	2.912887994	15.87493702	3.1956229	16.89550788	9.091695775	29.66514185	5.676841757	19.8212649	4.839545576	16.85831381	37.76580855	7.944006085	3.49211254	27.9824306	17.07674655	10.29856468	14.10441343	6.454046475	18.76060217	4.521280235	17.91404331	9.23290831	6.249883059	8.10675451	5.520215225	8.893636374	2.598480081	3.67423381	9.331678433	5.661718926	1.655629139	18.10474108	12.28261711	2.397648637	9.542941325	16.6946249	8.446742538	4.78568646	13.58387953	6.777228147	21.80806492	10.37971207	11.11048398	14.07765941	5.250030888	7.395446439	4.250988022	3.196163913	4.621773499	0.927286544	7.086688932	5.132514988	6.138723177	4.081681849
ERGOSTEROL-SYN-PWY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ETOH-ACETYLCOA-ANA-PWY	41.92619085	18.64371261	32.88807203	29.77525279	27.71828292	45.14462572	67.36879303	18.96964579	18.46546175	16.1980127	39.54391227	20.02131488	1.632349419	6.082817544	5.760591973	3.221656116	10.84741155	29.7802737	23.32899779	28.68413462	18.07568651	13.72014256	18.24795538	12.16935272	13.76841438	24.08105359	8.621651462	16.46646317	10.8169407	14.27213047	11.34711103	23.7158273	18.65836493	44.72169158	5.051391755	13.96191845	12.97273894	78.62068673	9.722131743	18.49356558	3.481358563	38.88927877	46.89755607	13.92643393	23.86045208	42.51664001	29.57439217	8.406507997	18.11035567	8.810406074	15.24237835	5.338808102	11.06404597	5.656214472	7.054425281	11.54038466	2.584469498	20.43427536	4.857797088	6.732937264	6.941322448	21.90675271	8.935657667	31.62299364	21.35736669	3.844679247	12.18293409	7.534939749	18.49181333	17.63122947	9.639061757	12.78604305	10.21297242	9.406347215	20.02298809	17.8377694	15.11983158	6.56469955	8.644023043	13.09104066	10.48121177	11.72512901	10.35993915	3.569415927	4.930891039	7.671053799
FAO-PWY	3.320051442	0.850811358	3.54242683	0.682259989	2.972856913	0.936028571	1.952042958	0.969405074	2.271263177	0.613270835	5.720783735	1.255139469	0.440035798	0	0.540352457	0.352093468	0.81124393	1.156512369	0.853570788	4.173880913	1.360526298	1.311556465	1.873582998	1.499262767	0.67790463	2.019729028	1.647426069	2.083875072	0.980142951	0.576805808	0.889326666	1.436210194	0.853464397	0.94340471	0.583754477	2.526955784	1.105156955	4.219051493	0.910375723	2.640134776	0.542305213	2.885476096	2.191761657	0.928379157	1.827033735	3.288272865	2.501531325	1.075925194	2.187294325	0.69881219	2.571517565	0.36468718	2.221104454	0	0.782578501	1.822138422	0	9.327494551	0.230724979	0.600869813	0.762884443	3.025164103	3.079515943	20.62212209	2.189547443	0.482314464	0.667523985	0.363400021	0.978635001	0.534153811	1.198698053	1.350428616	1.528139354	1.810532099	4.531085767	1.628126281	0.686295968	0	0.881094583	0.80781001	0.515445682	0.620240701	1.347382299	0.170020478	0.566793201	1.067030887
FASYN-ELONG-PWY	233.0983417	102.3272855	259.4018514	60.63685994	234.2454842	126.5386667	255.9605871	94.32929313	317.3494615	113.1412921	389.7014137	60.46373166	41.71734638	63.24447742	88.76402107	73.02294491	50.50566647	193.2280332	75.53326762	210.9841476	64.2205608	40.43223125	249.8896985	65.73778367	86.60489728	283.9217858	42.57243596	234.4153331	55.50320209	122.2186247	76.04881755	98.15718487	85.88325142	139.247345	93.31727271	204.6081579	175.8085821	332.2914835	101.5272856	285.9497474	76.63946236	287.863256	244.0330556	68.59738023	97.82667095	304.4535886	263.7575067	103.8625539	264.9628953	78.57740592	286.1421097	78.5172671	243.4852497	43.91915921	66.2105108	204.9513926	72.7603297	65.42963728	59.36609168	53.24697916	56.75775357	67.44965099	42.28387618	109.1284653	69.09115483	77.86325862	88.24515355	98.43139771	80.2730735	63.50117706	84.77327787	47.44681959	63.00785032	79.04374899	68.2408351	67.39116609	62.76400817	66.44010613	63.70379281	51.18401671	38.4790918	78.38954018	73.86810517	56.04226127	69.36764445	55.99692823
FASYN-INITIAL-PWY	585.6946637	183.9033512	578.7571051	138.9562069	480.6848499	204.881261	470.5341545	216.2288296	564.6553818	234.3398151	885.7724154	147.43238	92.82424793	119.649402	158.4780053	140.1660805	125.3371562	406.422459	181.2729862	477.1765146	133.5244849	122.4392396	480.3195645	154.5604929	214.7244195	479.3522685	117.0996968	416.7067775	132.8552662	203.9824015	151.7537695	221.6831877	196.9679191	350.6383272	177.7836608	457.8474768	340.6804718	727.5443793	214.2923479	507.8896953	138.2945558	582.5747424	494.194388	202.4989705	243.7373461	657.4901399	545.3455216	233.3273042	539.1381637	139.0279282	604.6023096	154.2031308	411.0402674	114.2221509	145.8768005	455.8665757	123.6621953	175.1226897	113.8200437	103.8894846	127.1414828	186.26114	118.824731	303.4838458	205.7752913	145.8070575	179.2201313	169.7793224	166.5750556	143.6150226	171.5705817	143.9681833	136.1781471	157.468414	179.6817216	156.6522689	124.8362416	102.4822785	103.9964219	130.1015783	94.5047019	153.659008	181.0878752	130.6024452	124.4324571	138.8871919
FERMENTATION-PWY	283.2994061	114.2936026	296.6299088	91.65113482	258.2236955	130.6226234	274.961844	103.9957134	295.3350515	118.0630687	476.7179634	96.57043527	60.74133735	66.9311591	74.46806285	77.63956698	77.72713597	253.5197823	102.2517306	272.2468044	89.86157716	80.86204288	298.5827789	94.48603413	114.0340292	267.3428455	66.41391074	249.7056152	89.29882192	271.1172542	93.37027763	245.837641	101.4022693	268.2521562	105.4837169	284.8120178	255.5325546	324.4749163	96.72399886	237.1607399	67.36852401	266.4326896	241.7799878	90.56853717	112.6922621	302.6008084	261.1744491	114.708929	243.1584647	83.76102964	260.6018497	80.66150829	205.8944133	61.85743727	81.25555255	287.1681827	83.39640606	82.85749747	62.94396084	56.48244799	66.68298472	98.7565181	61.85264324	124.7726555	108.3570169	76.45593697	88.52025858	85.76317978	92.56269739	76.02795593	103.5044858	79.7858409	85.12931103	105.6806983	83.81960098	92.31654169	80.84475744	64.18210936	61.26010365	69.39426585	52.61882483	79.88211684	86.78387282	72.91441798	68.69282249	65.72607056
FOLSYN-PWY	284.3850954	113.5402268	288.1059979	81.37065857	248.3576952	132.2636311	293.1308839	115.2835322	280.2744016	114.7382345	424.8870202	89.17501106	79.26823516	53.66622088	82.13367905	52.93288124	67.99474124	236.6250431	97.35600104	266.635524	80.60628624	70.04206204	285.8283116	97.97936293	115.3514762	271.0301249	77.2623752	234.445349	84.30567624	267.1037889	71.54615855	250.2598595	83.00282069	241.9907544	73.20222011	224.4093231	211.5762679	323.7551019	86.59804134	280.0021846	82.68418397	331.5989887	247.355205	60.63212768	105.6746435	313.4191342	288.8476531	99.31438929	271.7404647	74.7199358	307.2714346	73.65614933	224.2722453	52.06880235	75.53831228	237.9437422	78.23931108	80.59317537	57.80823504	49.00364291	50.46763565	92.96298748	50.92325887	142.894611	110.0286992	77.2338344	75.67055359	79.1227979	84.59832928	63.31340277	93.32410439	57.08435875	82.28621299	82.27773006	80.02392653	90.47314932	72.95590282	56.78843344	59.60246266	56.4831091	50.83850524	68.87753367	84.95875491	77.0369418	76.76010598	59.52608656
FORMASS-PWY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17654239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.398711023	0	0	0.252721378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036019172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUC-RHAMCAT-PWY	142.7270682	60.02350076	167.286276	42.13929441	162.2407909	66.73402486	151.552413	60.04836481	191.2183016	74.941145	284.0258225	49.91967049	19.50043066	30.94028205	50.91489658	40.58915455	36.76982003	149.7979722	51.36848753	183.8429335	44.51518287	44.93287093	137.7743544	44.98474467	70.39552885	157.3927985	34.08148753	147.945328	49.61800748	89.56152112	49.8786582	92.81531583	59.09068631	103.8260262	44.92325799	133.2035626	106.534324	191.0796093	56.76050533	173.6446192	48.61435035	222.4434169	146.05008	45.33889284	62.79250066	193.3622868	158.7671249	62.85562395	184.7987959	53.0524835	184.9800423	54.85877905	147.4382311	37.05553499	51.89726505	149.8012834	39.94271453	67.05587524	37.16540541	40.10223998	38.60294291	77.14274177	42.90894616	93.11130856	78.53820788	53.699697	56.98133253	70.11470872	50.37713824	42.82402274	50.50602577	37.94806296	39.61597809	48.66942486	61.83353	50.03095774	44.10815862	34.86844943	39.64810361	35.41770553	30.59854426	38.22360987	47.23540398	59.20261259	60.38743465	47.28010995
FUCCAT-PWY	112.9515486	61.58940229	137.2556266	33.13450885	136.9069184	47.53161735	154.7900461	46.16522372	164.5613499	62.89127927	240.7358699	44.53926168	7.146030103	15.69742025	26.52327568	6.950707614	27.31021106	40.56536713	41.25049122	145.8076269	41.20139753	45.73541121	96.50570805	36.05921912	60.92513159	124.3435126	19.80878664	109.2179356	28.88503242	61.7404967	35.99456421	78.1996906	26.38637344	94.94929462	32.33785152	103.2362863	61.34387922	109.9816415	39.99436104	118.8704564	28.83078063	62.93842414	105.7230652	22.98477952	40.44045014	98.62378246	104.254238	58.10414049	132.4244215	35.20091472	90.94120692	38.75388004	110.635464	31.06970403	32.39636644	103.1525483	16.46961931	72.64182676	22.34089162	18.78625266	29.54556351	82.1802186	42.84731623	101.9630473	83.18645864	47.77857788	46.15018017	54.4512721	41.99449286	31.24110257	45.88554159	26.12242921	30.20977697	49.97674115	57.73737747	47.10327295	31.44994909	34.01599564	26.31921192	29.98469035	23.09260125	15.36464112	16.63135986	45.49509779	44.02724154	20.04626408
GALACT-GLUCUROCAT-PWY	189.1720773	44.07901656	228.6318676	30.64928264	177.6370908	55.32577048	71.34907726	71.39355026	157.0518724	91.86259074	363.4133379	38.01158876	23.91045836	44.82994986	34.34022598	54.74139785	24.30406386	181.8518959	43.25646376	172.4441895	43.7595824	36.71668175	262.9717617	43.90667074	48.84972926	182.1436515	42.73458225	190.4774359	46.94890818	79.4608051	50.76117632	78.27950456	72.52883398	84.18980658	51.40029606	152.2977164	106.2723685	228.5239913	95.10463819	232.4706675	64.30502208	218.5932108	120.364669	86.00303341	77.52242143	179.3140032	244.8980653	74.19889134	241.6686614	80.23073325	256.3739185	62.76391836	206.4265656	33.89429803	55.93253309	162.357444	27.00726878	64.09569305	31.71635781	34.9414405	30.45919446	52.8956862	41.9535185	108.5494144	75.91824361	29.67554163	41.21748919	35.33997498	53.50922685	49.60820609	57.69284471	47.60965145	31.34793328	69.49197446	66.46365256	46.13377971	48.95603131	26.82647614	36.35165468	53.23981755	38.50887889	86.75789417	95.60505464	38.38205108	44.07144965	51.42238836
GALACTARDEG-PWY	25.55968382	8.760057139	40.24530534	5.868422269	36.49732227	18.69264109	21.60656873	16.04159889	43.38275071	24.38644988	72.00244108	10.31881747	7.319995739	10.1951948	18.83899534	33.05617685	10.23296687	44.51621575	17.59052307	21.27350154	9.039036311	10.44970335	41.95672584	7.736647624	11.37360878	53.26047374	4.640325031	51.8196182	4.192300757	29.53243152	13.14612595	21.63872098	20.03310957	19.48041067	17.20084859	46.3634436	45.71526208	95.20885259	13.09566102	41.33985588	4.970612546	41.74328399	32.69408723	53.40269121	34.36877627	46.94951985	43.47277669	14.56522989	43.75722658	16.72989423	32.43544618	9.919574285	24.10773823	11.33695744	16.4874477	46.75661785	12.87373973	24.96924064	9.865766784	11.59914527	9.854004699	8.108374613	14.40212544	39.75731826	22.20311445	6.574574792	14.43467656	19.30892382	10.29657118	9.769937586	20.13023181	18.91585597	10.78590106	10.80322999	19.57572592	8.722355061	10.08738841	3.861874427	7.220951665	6.934515857	3.270596894	12.41468266	5.816659228	11.49647967	6.657702386	20.19153133
GALACTCAT-PWY	2.644788333	2.512571233	7.607421582	1.559696823	4.529260347	0.468068941	3.619678163	1.656326412	7.14609054	2.644701791	26.6787244	3.501444529	0.511668029	0.138782428	0.724876842	1.083426598	1.42094677	0.944893755	2.602478617	5.905294439	4.34008524	3.805403108	2.128631655	2.314686508	3.748030236	2.666387837	0.523280387	1.601364393	2.511524181	0	1.556174921	1.547289772	1.065469359	0.7273852	0.710733524	10.79636199	1.054775575	7.444041544	2.566501912	11.20151235	1.400174054	4.988153347	2.142390137	4.759109987	1.098283923	1.877556554	6.674354626	1.899084203	7.349309642	3.536062471	5.805849234	1.726747178	9.857121638	2.812095899	0.124285756	11.90594251	0.022477608	12.33623765	0	0.383728235	0.280660054	3.351467805	1.575392117	16.36286109	4.211247102	0.342626426	0.838065988	1.495840116	0.31588094	0.021868468	1.321190381	2.44270781	1.431991726	0	3.77402039	4.332860009	0.436300175	0.018025032	0.54546567	4.57872276	2.729445838	2.321627768	2.015589621	1.308900524	0.528724639	0.305722596
GALACTITOLCAT-PWY	294.3357884	124.6087976	268.201578	89.97964099	265.912662	131.677284	269.0716235	114.5679823	306.8216853	110.9243608	398.2201754	94.12082663	92.29680607	73.29626306	102.0482234	88.00867054	91.52010871	238.3891513	130.2853434	216.1077759	77.14558337	75.1139106	197.9479406	78.68703009	125.418	266.89042	57.64908751	234.8664309	83.11426774	403.3291511	97.3172828	341.41156	98.88329526	344.2364506	110.9443713	314.3998221	294.1118235	266.6757136	118.3054573	193.7983481	83.87598725	168.9124105	205.133544	85.99587633	115.0529944	229.8781638	204.2479894	130.3341722	191.0691491	89.23196303	157.1855493	101.1083022	150.8396965	57.77519634	73.24815592	329.8385596	123.5069677	84.38073036	65.80191072	65.35801587	69.2498674	92.93132434	75.08502194	142.899486	100.8461482	81.05460055	108.3475248	93.22584969	70.5086744	66.23727693	127.0200616	70.9296066	76.14178221	56.71774072	71.17395612	93.06035662	55.05193204	66.44221095	57.77770556	48.00336099	31.52149431	24.59087776	36.9963838	64.59159296	61.77274455	57.61962865
GALACTUROCAT-PWY	186.3835195	41.30896845	212.5785442	28.74509536	165.2103442	50.2947021	74.78542828	70.69265275	150.7675837	90.6045505	333.7300006	34.62022028	24.12736846	38.71633009	32.68448918	46.00406312	19.40064925	193.0246143	40.58400079	176.6533606	41.43544257	32.3084881	307.9213091	44.2777799	44.91225624	176.5463429	47.65285174	190.6213853	50.42407903	105.7376419	47.17373085	94.22057329	70.74266468	102.2533706	44.19444756	144.2592521	108.603648	246.7458473	87.82997325	208.0957212	59.09851221	241.0978414	129.1193368	79.35825539	78.39198787	191.9915381	223.6814598	66.4028383	219.2978818	73.25526298	252.9834455	55.12306528	189.7760587	32.87937724	49.7094902	149.3791097	21.35202505	49.84160708	27.91594478	31.76584928	28.31845842	47.40679949	37.04097167	97.24087106	67.42754491	26.59372748	36.28436678	29.64803652	53.73885042	47.52664507	52.43662917	47.77113449	30.3793637	83.62401417	71.09751727	44.59933466	50.85150213	23.60333654	31.59179639	49.36120428	37.20464652	83.901945	101.4552438	34.86995807	42.35913592	50.61737059
GALLATE-DEGRADATION-I-PWY	0	0	0	0	0	0	0	0	0	0	0.499937125	0	0	0	0	0	0	0.206787256	0	0	0	0	0	0	0	0	0	0	0.058129014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025062942	0	0
GALLATE-DEGRADATION-II-PWY	0.227204795	0	0	0	0	0	0	0	0	0	0.698567863	0	0	0	0.067845145	0	0	0	0	0.105186309	0	0	0	0	0	0	0	0.114943975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.078510046	0	0.69382087	0	0	0	0	0.096180636	0	0.080709517	0	0	0	0	0	0	0	0	0.04553352	0	1.390437398	0	0	0	0	0	0	0.440854055	0.056486144	0	0.057823775	0.057161312	0	0	0	0.337278138	0	0	0	0	0	1.222602618	0
GAMMAHEXCHLORDEG-PWY	90.71528296	41.24149581	84.92028556	29.6297361	83.86036518	43.39530749	86.13210912	36.19123857	100.3787722	36.09120999	126.8035113	30.48914226	30.3040367	22.58276969	32.78852258	28.94699753	29.23949015	78.44147282	42.98903065	71.19189599	24.74419876	24.17631154	64.29643294	25.87258946	40.14592273	86.67511607	19.04519407	77.08786019	27.29778535	133.4416446	31.87007303	112.4901553	32.64216515	113.2148258	36.43822523	101.9705565	96.8781646	85.37747309	38.77127411	63.38491267	27.27588704	55.15102477	67.3571483	28.22434164	37.37727355	75.06824076	65.69379539	41.65989525	62.12701041	28.57231165	51.26889967	32.67504156	49.08248587	18.52450506	23.86694288	107.8655901	40.13768531	23.04729289	21.40354812	21.51166929	22.31038201	28.48108211	23.26073055	40.56440817	31.8238215	26.41951561	35.54600891	30.54822748	22.97919215	21.11731539	41.23444434	22.52811522	24.03731163	18.11390653	22.76372685	30.32621724	17.83349113	21.64624252	19.04973912	15.38015235	10.14754002	7.91001472	11.31152014	21.09109833	20.02665894	18.88911492
