gene_id	WF_38	WF_30	WF_60	WF_4	WF_6	WF_28	WF_23	WF_15	WF_11	WF_36	WF_13	WF_40	WF_34
1410644.3.peg.593	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.594	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.595	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.596	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.597	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.598	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.599	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.600	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.601	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.602	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.604	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.608	1	1	0	0	0	0	1	0	0	1	0	1	1
1410644.3.peg.609	1	1	1	0	0	0	1	0	0	1	0	1	1
1410644.3.peg.610	1	1	1	0	0	1	1	0	0	1	0	1	1
1410644.3.peg.611	1	1	1	0	0	1	1	0	1	1	0	1	1
1410644.3.peg.612	1	1	1	0	0	1	1	1	0	1	0	1	1
1410644.3.peg.613	1	1	1	1	0	0	1	1	0	1	1	0	1
1410644.3.peg.615	0	1	0	0	0	1	0	0	0	0	0	0	1
1410644.3.peg.616	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.617	0	1	0	0	0	1	0	0	0	0	0	0	0
1410644.3.peg.619	1	1	1	1	1	1	1	0	0	1	0	1	1
1410644.3.peg.623	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.626	0	0	1	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.628	1	1	1	1	1	1	1	1	0	1	1	1	1
1410644.3.peg.631	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.632	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.634	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.636	0	0	0	0	0	0	0	0	0	0	0	0	1
1410644.3.peg.637	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.638	1	0	0	0	0	0	1	1	1	1	1	1	0
1410644.3.peg.641	0	0	0	0	0	0	0	1	1	0	1	0	0
1410644.3.peg.642	0	0	0	0	0	0	0	1	1	0	0	0	0
1410644.3.peg.643	0	0	0	0	0	0	0	1	1	0	1	0	0
1410644.3.peg.644	0	0	0	0	0	0	0	1	1	0	1	0	0
1410644.3.peg.645	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.649	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.665	0	1	1	0	0	0	0	1	1	0	1	0	1
1410644.3.peg.668	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.673	1	1	0	0	0	1	1	1	1	1	1	1	1
1410644.3.peg.675	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.688	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.694	1	1	0	1	0	1	1	1	1	1	0	1	1
1410644.3.peg.7	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.703	0	1	1	0	0	1	0	1	1	0	1	0	0
1410644.3.peg.704	1	1	0	0	0	1	1	1	1	1	1	1	1
1410644.3.peg.705	0	0	0	0	0	0	0	1	0	0	0	0	0
1410644.3.peg.708	0	0	0	0	0	0	0	0	0	0	0	1	0
1410644.3.peg.714	0	1	1	1	1	1	0	0	0	0	0	0	1
1410644.3.peg.716	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.731	0	1	1	0	0	1	0	1	1	0	1	0	1
1410644.3.peg.732	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.733	1	0	0	1	1	0	1	0	0	1	0	1	1
1410644.3.peg.740	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.741	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.744	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.748	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.759	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.761	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.763	0	0	1	1	1	0	0	0	0	0	0	0	0
1410644.3.peg.765	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.767	0	1	0	1	1	1	0	0	0	0	0	0	0
1410644.3.peg.769	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.77	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.771	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.772	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.796	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.799	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.800	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.802	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.811	1	1	1	1	1	0	1	1	0	1	1	1	1
1410644.3.peg.812	0	0	1	0	0	0	0	1	0	0	0	0	0
1410644.3.peg.813	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.822	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.829	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.831	1	1	0	0	0	1	1	1	1	1	1	1	1
1410644.3.peg.841	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.845	0	0	0	1	0	0	0	0	0	0	0	0	0
1410644.3.peg.846	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.847	0	0	0	1	0	1	0	1	1	0	1	0	0
1410644.3.peg.852	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.859	0	0	0	0	0	0	0	1	0	0	0	0	0
1410644.3.peg.86	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.866	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.868	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.873	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.877	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.879	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.881	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.891	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.897	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.898	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.899	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.900	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.901	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.902	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.903	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.914	0	0	0	1	1	1	0	1	1	0	1	0	1
1410644.3.peg.915	0	1	0	1	1	1	0	1	1	0	1	0	1
1410644.3.peg.92	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.921	1	1	1	0	0	1	1	0	0	1	0	1	1
1410644.3.peg.922	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.923	1	1	1	0	0	1	1	0	0	1	0	1	1
1410644.3.peg.924	0	1	1	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.925	0	0	0	0	0	0	0	0	0	0	0	1	0
1410644.3.peg.926	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.927	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.928	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.929	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.930	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.931	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.932	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.933	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.934	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.935	0	0	1	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.936	0	0	0	1	1	0	0	0	0	0	0	0	0
1410644.3.peg.937	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.939	1	1	1	1	1	1	1	0	0	1	0	1	1
1410644.3.peg.946	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.948	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.951	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.959	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.966	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.970	1	1	1	1	1	1	1	1	1	1	1	1	1
1410644.3.peg.973	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.974	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.975	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.980	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.981	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.982	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.983	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.984	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.985	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.986	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.987	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.988	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.989	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.990	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.991	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.992	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.993	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.994	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.peg.997	0	0	1	1	1	0	0	0	0	0	0	0	0
1410644.3.peg.998	0	0	1	1	1	0	0	0	0	0	0	0	0
1410644.3.peg.999	0	1	0	1	0	0	1	0	0	0	0	1	0
1410644.3.rna.15	0	0	0	0	0	0	0	0	0	0	0	0	0
1410644.3.rna.20	1	1	1	1	1	1	1	0	0	1	1	1	0
1410644.3.rna.41	0	1	1	0	0	1	0	1	0	0	1	0	0
1410644.3.rna.49	0	1	1	0	0	1	0	1	0	0	0	0	0
1410644.3.rna.60	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1000	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1001	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1007	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1011	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1013	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1016	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1018	1	0	1	0	0	1	1	0	0	1	0	1	0
1437612.3.peg.1023	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1024	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1026	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1030	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1031	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1035	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1037	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1042	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1043	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1056	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1057	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1059	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1063	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1068	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1069	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1071	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1078	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1079	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1081	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1084	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1086	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1087	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1088	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1089	1	1	1	1	1	0	1	1	1	1	1	1	1
1437612.3.peg.11	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1102	1	1	0	1	1	1	1	0	0	1	0	1	1
1437612.3.peg.1103	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1108	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1109	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.111	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1111	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1113	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1124	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1125	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1126	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1127	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1128	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1129	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1132	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1135	0	0	1	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1136	0	0	1	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1143	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1147	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1148	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1150	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1154	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1159	0	0	0	0	0	0	0	1	1	0	1	0	0
1437612.3.peg.1162	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1163	0	0	0	0	0	0	0	1	1	0	1	0	0
1437612.3.peg.1164	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1166	0	0	0	0	0	0	0	0	1	0	1	0	0
1437612.3.peg.1167	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1168	0	0	0	0	0	0	0	1	1	0	1	0	0
1437612.3.peg.1170	0	1	1	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1171	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1172	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1174	0	0	1	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1175	0	1	1	0	0	0	0	0	1	0	1	0	0
1437612.3.peg.1181	0	0	0	0	0	0	0	1	1	0	1	0	0
1437612.3.peg.1182	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1184	0	0	0	0	0	0	0	1	1	0	1	0	0
1437612.3.peg.1185	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1187	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1189	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1197	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1201	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1207	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1209	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1213	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1226	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1227	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1229	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1238	0	0	0	1	1	1	0	1	1	0	1	0	0
1437612.3.peg.1239	1	1	1	0	1	1	1	1	1	1	1	1	1
1437612.3.peg.1243	1	1	1	1	1	1	1	0	0	1	0	1	1
1437612.3.peg.1249	0	0	0	0	0	0	1	0	0	0	0	1	0
1437612.3.peg.1250	0	1	0	0	0	1	0	0	0	0	0	0	0
1437612.3.peg.1252	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1253	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1254	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1255	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1260	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1261	1	1	0	0	0	0	1	0	0	1	0	1	0
1437612.3.peg.1262	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1264	0	1	1	1	1	1	0	1	1	0	1	0	1
1437612.3.peg.1265	0	1	1	1	1	1	0	1	1	1	1	0	1
1437612.3.peg.1267	1	0	0	0	0	0	1	0	0	1	0	1	1
1437612.3.peg.1269	1	0	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1273	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1276	0	1	1	1	1	1	0	1	1	0	1	0	1
1437612.3.peg.1290	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1291	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1292	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1294	0	1	1	1	1	1	0	1	1	0	1	0	1
1437612.3.peg.1302	1	0	0	1	1	0	1	1	1	1	1	1	1
1437612.3.peg.1304	0	1	0	1	1	0	0	1	1	1	0	1	1
1437612.3.peg.1306	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1307	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1308	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1318	0	1	0	0	0	1	0	1	1	0	1	0	0
1437612.3.peg.1323	0	1	0	0	0	1	0	1	1	0	0	0	0
1437612.3.peg.1324	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1337	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1338	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1339	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1342	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1348	0	1	0	1	1	0	0	0	0	0	0	0	0
1437612.3.peg.1349	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1353	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1354	0	1	1	1	1	1	0	1	1	0	1	0	1
1437612.3.peg.1356	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1358	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1359	1	1	1	1	1	1	1	0	0	1	0	1	1
1437612.3.peg.1363	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1366	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1367	1	1	0	0	0	0	1	0	0	1	0	1	1
1437612.3.peg.1368	1	1	0	0	0	1	1	1	1	1	1	1	1
1437612.3.peg.1369	1	1	0	0	0	1	1	1	1	1	1	1	1
1437612.3.peg.1375	1	0	1	0	0	1	1	1	1	1	1	1	1
1437612.3.peg.1380	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1382	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1384	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1386	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1394	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1397	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1398	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.140	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1408	1	1	1	1	1	1	1	0	0	1	0	1	1
1437612.3.peg.1410	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1412	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1413	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1415	0	1	1	1	1	1	0	1	1	0	1	0	1
1437612.3.peg.142	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1423	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1426	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1431	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.144	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1440	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1445	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1448	0	1	1	0	0	1	0	0	0	0	0	0	1
1437612.3.peg.1449	0	1	1	0	0	1	0	0	0	0	0	0	1
1437612.3.peg.1454	1	1	0	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1455	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1459	1	1	0	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1461	0	0	0	0	1	0	0	0	0	0	0	0	0
1437612.3.peg.1462	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1464	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1466	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1467	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1468	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.147	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1472	1	0	0	1	1	0	1	0	0	1	0	1	0
1437612.3.peg.1477	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1484	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1485	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1486	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1488	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1489	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1490	1	1	1	0	1	1	1	1	1	1	1	1	1
1437612.3.peg.150	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1500	1	0	0	1	1	0	1	0	0	1	0	1	1
1437612.3.peg.1505	1	0	0	1	1	0	1	0	0	1	0	1	1
1437612.3.peg.1509	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1515	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1519	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1525	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1526	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1528	0	1	0	1	1	1	0	1	1	0	1	0	1
1437612.3.peg.1529	0	0	0	0	0	1	0	0	0	0	0	0	0
1437612.3.peg.1531	0	1	0	0	0	1	0	0	0	0	0	0	0
1437612.3.peg.1532	0	1	0	0	0	1	0	0	0	0	0	0	0
1437612.3.peg.1534	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1535	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1536	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1537	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1538	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1540	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1545	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1546	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1547	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1551	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1552	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1554	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1558	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1559	0	1	0	0	0	1	0	0	0	0	0	0	0
1437612.3.peg.1561	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1562	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1563	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1564	0	1	0	0	0	1	0	0	0	0	0	0	0
1437612.3.peg.1565	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1566	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1567	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1568	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1573	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1576	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1579	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.158	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1584	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1585	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1588	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1589	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1590	0	1	0	0	0	1	0	0	0	0	0	0	0
1437612.3.peg.1592	0	1	0	0	0	1	0	0	0	0	0	0	0
1437612.3.peg.1595	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.16	1	1	1	0	0	1	1	1	0	1	1	1	1
1437612.3.peg.160	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1602	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1604	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1607	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1608	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1609	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1613	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1617	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1625	1	1	1	1	1	1	1	1	1	1	1	1	1
