gene_id	WF_38	WF_30	WF_60	WF_4	WF_6	WF_28	WF_23	WF_15	WF_11	WF_36	WF_13	WF_40	WF_34
1437612.3.peg.1629	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1630	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1632	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1634	0	0	1	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1637	0	0	1	1	1	0	0	0	0	0	0	0	0
1437612.3.peg.1638	0	0	1	1	1	0	0	0	0	0	0	0	0
1437612.3.peg.1639	0	0	1	1	0	0	0	0	0	0	0	0	0
1437612.3.peg.164	0	1	1	1	1	1	0	0	0	0	0	0	0
1437612.3.peg.1643	1	0	0	0	0	0	1	0	0	1	0	1	1
1437612.3.peg.1656	1	1	0	1	1	1	1	0	1	1	1	1	1
1437612.3.peg.1657	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1662	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1667	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1677	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1679	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1693	1	1	1	0	0	1	1	0	0	1	0	1	1
1437612.3.peg.1694	1	1	1	1	1	1	1	0	0	1	0	1	1
1437612.3.peg.1696	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1697	0	0	1	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1698	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.170	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1704	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1705	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1706	0	0	1	0	1	0	0	1	1	0	1	0	1
1437612.3.peg.1712	1	1	0	1	1	1	1	1	0	1	1	1	1
1437612.3.peg.1713	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1714	0	0	0	0	0	0	0	0	0	0	0	0	1
1437612.3.peg.1715	1	1	0	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1717	1	1	0	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1719	0	0	0	0	0	0	0	0	0	0	0	0	1
1437612.3.peg.1721	0	0	1	0	0	0	0	0	0	0	0	0	1
1437612.3.peg.1724	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1725	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1727	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1731	1	1	1	1	1	1	1	0	0	1	0	1	1
1437612.3.peg.1733	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1735	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1737	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1738	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1750	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1752	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1755	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1758	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1759	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1765	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.177	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1770	0	1	0	1	1	1	0	0	0	0	0	0	1
1437612.3.peg.1773	0	1	0	0	0	1	0	0	0	0	0	0	1
1437612.3.peg.1774	0	0	0	0	0	0	0	0	0	0	0	0	1
1437612.3.peg.1775	0	1	0	1	1	1	0	0	0	0	0	0	1
1437612.3.peg.1776	0	1	0	1	1	1	0	0	0	0	0	0	1
1437612.3.peg.1778	0	1	0	1	1	1	0	0	0	0	0	0	1
1437612.3.peg.1782	0	1	0	0	0	1	0	0	0	0	0	0	0
1437612.3.peg.1784	0	0	0	1	1	1	0	0	0	0	0	0	0
1437612.3.peg.1785	0	0	0	1	1	0	0	0	0	0	0	0	0
1437612.3.peg.1786	0	0	0	1	1	0	0	0	0	0	0	0	0
1437612.3.peg.1790	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1791	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1794	0	1	0	0	0	1	0	0	0	0	0	0	0
1437612.3.peg.1795	0	1	0	0	0	1	0	0	0	0	0	0	0
1437612.3.peg.1799	0	1	0	1	1	1	0	0	0	0	0	0	1
1437612.3.peg.18	1	0	0	1	1	0	1	1	1	1	1	1	0
1437612.3.peg.180	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1806	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1807	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1813	0	1	1	0	0	1	0	0	0	0	0	0	0
1437612.3.peg.1814	0	0	1	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1815	0	0	0	0	0	0	0	1	1	0	1	0	0
1437612.3.peg.1817	0	0	0	0	0	0	0	1	1	0	1	0	0
1437612.3.peg.1820	1	1	0	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1829	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1836	1	0	1	1	0	0	1	0	0	0	0	1	1
1437612.3.peg.1843	0	1	0	1	1	1	0	0	0	0	0	0	1
1437612.3.peg.1845	0	1	0	1	1	0	0	0	0	0	0	0	1
1437612.3.peg.1847	0	1	0	1	1	1	0	0	0	0	0	0	1
1437612.3.peg.1848	0	1	0	1	1	1	0	0	0	0	0	0	1
1437612.3.peg.1851	0	1	0	1	1	1	0	0	0	0	0	0	0
1437612.3.peg.1853	0	1	0	1	1	1	0	0	0	0	0	0	0
1437612.3.peg.1855	0	1	0	1	1	1	0	0	0	0	0	0	0
1437612.3.peg.1857	0	1	0	1	1	0	0	0	0	0	0	0	0
1437612.3.peg.186	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1861	1	0	0	0	0	1	1	0	0	1	0	1	1
1437612.3.peg.1862	1	0	0	0	0	0	1	0	0	1	0	1	1
1437612.3.peg.1863	1	0	0	0	0	0	1	0	0	1	0	1	1
1437612.3.peg.1865	1	1	0	0	0	1	1	0	0	1	0	1	1
1437612.3.peg.1866	1	1	0	0	0	0	1	0	0	1	0	1	1
1437612.3.peg.1868	1	1	0	0	0	1	1	0	0	1	0	1	1
1437612.3.peg.187	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1871	1	1	0	0	0	1	1	0	0	1	0	1	1
1437612.3.peg.1872	1	1	0	0	0	1	1	0	0	1	0	1	1
1437612.3.peg.1873	1	1	0	0	0	1	1	0	0	1	0	1	1
1437612.3.peg.1875	1	1	0	0	0	0	1	0	0	1	0	1	1
1437612.3.peg.1878	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.188	1	1	1	1	1	0	1	1	1	1	1	1	1
1437612.3.peg.1881	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1888	1	1	1	1	1	1	1	0	0	1	0	1	1
1437612.3.peg.1889	0	0	1	1	1	0	0	1	1	0	1	0	0
1437612.3.peg.1893	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1894	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1898	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1901	1	0	1	1	1	0	1	0	0	1	0	1	1
1437612.3.peg.1907	0	1	0	1	1	0	0	0	0	0	0	0	0
1437612.3.peg.1909	0	1	0	1	1	1	0	0	0	0	0	0	1
1437612.3.peg.191	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1911	0	1	1	1	1	1	0	0	0	0	0	0	1
1437612.3.peg.1913	0	1	0	0	0	1	0	0	0	0	0	0	0
1437612.3.peg.1916	0	1	0	1	1	1	0	0	0	0	0	0	0
1437612.3.peg.1919	0	1	0	1	1	1	0	0	0	0	0	0	0
1437612.3.peg.192	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1920	0	1	0	1	1	1	0	0	0	0	0	0	1
1437612.3.peg.1923	0	0	0	0	0	0	0	0	0	0	1	0	1
1437612.3.peg.193	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1931	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1932	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1935	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1937	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1938	0	0	0	1	0	0	0	0	0	0	0	0	0
1437612.3.peg.194	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.1944	0	1	1	1	1	1	0	1	1	0	1	0	1
1437612.3.peg.1945	0	1	0	0	0	1	0	1	1	0	1	0	1
1437612.3.peg.1946	0	1	0	1	1	1	0	0	0	0	0	0	0
1437612.3.peg.1947	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1948	0	0	0	0	0	1	0	0	0	0	0	0	1
1437612.3.peg.1949	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.1951	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.197	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.199	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.200	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.201	1	0	1	1	1	0	1	0	0	1	0	1	1
1437612.3.peg.202	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.203	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.205	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.213	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.217	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.218	1	1	1	1	1	0	1	1	0	1	1	1	1
1437612.3.peg.219	1	0	1	1	1	0	1	0	0	1	0	1	1
1437612.3.peg.223	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.224	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.229	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.238	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.239	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.240	0	0	1	0	0	0	0	0	0	0	1	0	0
1437612.3.peg.241	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.247	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.249	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.250	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.251	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.254	1	1	1	0	0	1	1	1	1	1	1	1	1
1437612.3.peg.255	1	1	1	0	0	1	1	1	1	1	1	1	1
1437612.3.peg.257	1	1	1	0	0	1	1	1	1	1	1	1	1
1437612.3.peg.258	1	1	1	0	0	1	1	1	1	1	1	1	1
1437612.3.peg.259	1	1	1	0	0	1	1	1	1	1	1	1	1
1437612.3.peg.265	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.266	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.267	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.268	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.273	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.275	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.279	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.28	1	0	0	1	1	0	1	1	1	1	1	1	0
1437612.3.peg.283	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.284	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.285	1	1	0	0	0	1	1	1	1	1	1	1	1
1437612.3.peg.288	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.289	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.290	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.294	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.297	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.298	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.299	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.30	1	0	0	1	1	0	1	1	1	1	1	1	0
1437612.3.peg.303	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.305	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.307	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.309	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.310	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.312	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.314	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.317	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.32	1	0	0	1	1	0	1	1	1	1	1	1	0
1437612.3.peg.33	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.333	1	1	1	1	1	1	1	1	1	1	0	1	1
1437612.3.peg.334	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.339	0	0	1	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.341	0	0	1	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.347	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.350	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.354	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.355	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.358	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.362	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.363	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.368	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.372	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.376	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.378	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.384	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.386	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.388	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.389	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.390	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.392	0	0	1	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.398	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.407	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.409	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.41	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.411	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.412	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.414	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.418	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.422	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.43	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.430	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.437	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.438	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.44	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.440	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.449	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.45	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.450	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.451	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.453	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.462	1	1	1	1	1	1	1	1	1	1	1	1	0
1437612.3.peg.463	0	0	1	1	1	0	0	0	0	0	0	0	0
1437612.3.peg.465	0	0	1	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.467	1	1	1	1	1	1	1	0	0	1	0	1	1
1437612.3.peg.469	1	1	1	1	1	1	1	0	0	1	0	1	1
1437612.3.peg.472	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.473	1	1	1	1	1	1	1	1	0	1	1	1	1
1437612.3.peg.48	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.481	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.487	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.488	0	0	0	0	0	0	0	0	0	0	1	0	0
1437612.3.peg.49	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.494	1	1	1	1	1	0	1	1	1	1	1	1	1
1437612.3.peg.497	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.501	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.502	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.503	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.507	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.51	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.511	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.514	0	1	1	0	1	1	0	1	1	0	1	0	0
1437612.3.peg.52	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.520	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.522	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.524	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.525	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.526	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.53	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.538	1	1	1	1	1	0	1	1	1	1	1	1	1
1437612.3.peg.54	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.541	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.543	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.546	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.548	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.550	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.551	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.558	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.561	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.564	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.567	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.575	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.579	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.581	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.585	1	1	0	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.586	1	1	0	0	1	1	1	1	0	1	0	1	1
1437612.3.peg.590	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.594	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.597	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.598	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.60	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.601	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.602	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.604	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.606	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.613	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.615	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.616	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.618	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.619	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.62	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.620	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.621	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.622	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.624	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.625	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.628	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.630	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.632	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.635	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.640	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.642	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.646	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.647	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.649	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.653	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.657	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.659	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.660	1	1	1	1	1	0	1	1	1	1	1	1	1
1437612.3.peg.662	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.663	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.667	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.669	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.670	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.671	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.673	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.676	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.678	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.679	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.68	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.680	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.681	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.684	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.689	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.69	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.691	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.694	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.697	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.699	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.711	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.716	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.722	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.723	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.727	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.729	0	0	0	0	0	0	0	0	0	0	0	0	1
1437612.3.peg.730	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.731	0	0	0	0	0	0	0	0	0	0	0	0	1
1437612.3.peg.734	0	0	0	0	0	0	0	0	0	0	0	0	1
1437612.3.peg.736	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.741	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.743	0	1	0	1	1	1	0	0	0	0	0	0	1
1437612.3.peg.744	0	1	0	1	1	1	0	0	0	0	0	0	0
1437612.3.peg.745	0	1	0	1	1	1	0	0	0	0	0	0	1
1437612.3.peg.746	0	1	0	1	1	1	0	0	0	0	0	0	1
1437612.3.peg.748	0	1	0	1	1	1	0	0	0	0	0	0	1
1437612.3.peg.749	0	1	0	1	1	1	0	0	0	0	0	0	1
1437612.3.peg.751	0	0	0	1	1	0	0	0	0	0	0	0	1
1437612.3.peg.755	0	1	0	1	1	1	0	0	0	0	0	0	1
1437612.3.peg.756	0	1	0	1	1	1	0	0	0	0	0	0	1
1437612.3.peg.757	0	1	0	1	1	1	0	0	0	0	0	0	0
1437612.3.peg.760	0	1	0	0	0	1	0	0	0	0	0	0	0
1437612.3.peg.761	0	1	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.764	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.768	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.776	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.777	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.780	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.781	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.784	1	0	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.787	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.789	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.79	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.790	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.791	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.795	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.805	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.807	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.809	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.81	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.810	1	1	1	0	1	1	1	1	1	1	1	1	1
1437612.3.peg.811	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.812	0	0	0	0	0	0	0	0	0	0	0	0	0
1437612.3.peg.816	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.82	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.820	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.822	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.825	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.828	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.830	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.833	1	1	1	1	1	1	1	1	1	1	1	1	1
1437612.3.peg.835	1	1	1	0	0	1	1	0	0	1	0	1	1
1437612.3.peg.837	1	1	1	1	1	1	1	1	1	1	1	1	1
