gene_id	WF_12	WF_77	WF_38	WF_73	WF_81	WF_30	WF_51	WF_62	WF_16	WF_3	WF_4	WF_82	WF_69	WF_6	WF_2	WF_87	WF_43	WF_88	WF_66	WF_55	WF_79	WF_57	WF_36	WF_18	WF_14	WF_40	WF_72	WF_34	WF_68	WF_53	WF_10
1121115.4.peg.2082	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2083	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2084	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2090	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2091	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1121115.4.peg.2092	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1121115.4.peg.2093	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2094	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1121115.4.peg.2095	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1121115.4.peg.2096	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1121115.4.peg.2097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.210	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2106	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1121115.4.peg.2107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1121115.4.peg.2108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.211	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2122	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2126	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.213	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2130	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2131	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2132	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2134	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	1
1121115.4.peg.2135	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1
1121115.4.peg.2136	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
1121115.4.peg.2137	0	0	0	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	0
1121115.4.peg.2138	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	0
1121115.4.peg.2139	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.214	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2140	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2141	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2142	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	1	0	0	0	1	0
1121115.4.peg.2143	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0
1121115.4.peg.2144	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0
1121115.4.peg.2145	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	1	1	0	1	0	1	1	0	0	1	0	0	0	1	0
1121115.4.peg.2146	0	0	1	0	1	0	1	0	1	1	0	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0
1121115.4.peg.2147	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	1	1	1	0	1	0	1	1	1	0	0	0	1	0	1	0
1121115.4.peg.2148	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2149	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2150	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0
1121115.4.peg.2151	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2152	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2153	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2154	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2155	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2156	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1
1121115.4.peg.2157	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2158	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2159	0	0	1	0	1	0	0	0	1	1	1	1	0	1	0	1	0	1	0	0	0	0	1	1	0	1	1	1	0	0	1
1121115.4.peg.216	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2160	0	0	1	0	1	0	0	0	1	0	1	1	0	1	0	1	0	1	0	0	0	0	1	1	1	1	1	1	0	0	1
1121115.4.peg.2161	0	0	1	0	1	0	0	0	1	0	1	1	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	1
1121115.4.peg.2162	0	0	1	0	1	0	0	0	1	1	1	1	0	1	0	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0
1121115.4.peg.2163	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	1	1	1	1
1121115.4.peg.2164	1	0	1	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1
1121115.4.peg.2165	1	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	0
1121115.4.peg.2166	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1
1121115.4.peg.2167	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1
1121115.4.peg.2168	0	0	1	0	1	1	0	0	1	1	1	1	0	1	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	1
1121115.4.peg.2170	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1
1121115.4.peg.2171	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1
1121115.4.peg.2173	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0
1121115.4.peg.2174	0	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	0	1	0	0	1	1	1	0	1	1
1121115.4.peg.2175	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	0	1	0	1	0	0	1	1	1	1	0	1	0	1	1
1121115.4.peg.2176	1	1	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1
1121115.4.peg.2177	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1
1121115.4.peg.2178	1	0	1	0	1	0	0	0	1	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	0	1	0
1121115.4.peg.2179	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0
1121115.4.peg.2180	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0
1121115.4.peg.2183	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2184	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2187	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0
1121115.4.peg.219	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0
1121115.4.peg.2192	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2193	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2196	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2199	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2200	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2203	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
1121115.4.peg.2207	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2208	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2209	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2212	0	0	0	1	0	1	1	1	1	1	0	0	1	0	0	0	1	0	1	1	1	1	0	1	0	0	1	0	1	1	0
1121115.4.peg.2213	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1
1121115.4.peg.2214	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0
1121115.4.peg.2215	1	1	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2216	1	1	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2217	1	1	1	0	0	1	1	1	1	1	0	0	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2218	1	0	1	0	0	1	1	1	1	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	0	0	1	1	1	1
1121115.4.peg.2219	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1
1121115.4.peg.222	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2220	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2221	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2223	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2226	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2227	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2228	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2229	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2235	0	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	0
1121115.4.peg.2236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.224	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1
1121115.4.peg.2240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2245	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2247	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0
1121115.4.peg.2248	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0
1121115.4.peg.2249	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.225	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	1	0	1	1	0	1	1	0	1	0	1	1	1
1121115.4.peg.2250	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
1121115.4.peg.2251	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2253	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1
1121115.4.peg.226	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2260	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2261	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
1121115.4.peg.2262	1	1	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
1121115.4.peg.2265	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0
1121115.4.peg.227	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2271	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2273	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2275	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2281	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2286	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2288	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.229	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2290	0	1	1	0	1	0	1	0	0	1	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0
1121115.4.peg.2291	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2293	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2295	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2296	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2297	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0
1121115.4.peg.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.230	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2300	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	1	0	1	0	1	0	1	0	1	1	0	0	1	0
1121115.4.peg.2301	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0
1121115.4.peg.2302	0	0	1	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0
1121115.4.peg.2303	0	0	1	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0
1121115.4.peg.2304	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0
1121115.4.peg.2305	0	0	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0
1121115.4.peg.2307	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2309	0	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	0
1121115.4.peg.231	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1121115.4.peg.2310	0	0	1	1	0	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	1	1	0	0	1	0
1121115.4.peg.2311	0	0	1	1	0	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	1	1	0	0	1	0
1121115.4.peg.2312	0	0	1	1	0	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	1	1	0	0	1	0
1121115.4.peg.2313	0	0	1	1	0	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	1	0
1121115.4.peg.2314	0	0	1	1	0	1	1	0	1	0	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	1	1	0	0	1	0
1121115.4.peg.2315	0	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	1	1	0	0	1	0
1121115.4.peg.2316	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	1	1	0	1	0
1121115.4.peg.2317	0	0	1	1	0	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	1	1	1	0	1	0
1121115.4.peg.2319	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.232	0	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	1	0	1	0	1	0	0	1	1	1	0	1	1	1	0
1121115.4.peg.2320	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2321	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1121115.4.peg.2322	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
