# Pathway	WF_34_qc_merged	WF_31_qc_merged	WF_22_qc_merged	WF_15_qc_merged	WF_17_qc_merged	WF_40_qc_merged	WF_33_qc_merged	WF_23_qc_merged	WF_10_qc_merged	WF_1_qc_merged	WF_25_qc_merged	WF_203_qc_merged	WF_3_qc_merged	WF_32_qc_merged	WF_13_qc_merged	WF_39_qc_merged	WF_2_qc_merged	WF_30_qc_merged	WF_36_qc_merged	WF_29_qc_merged	WF_20_qc_merged	WF_27_qc_merged	WF_37_qc_merged	WF_28_qc_merged	WF_35_qc_merged	WF_19_qc_merged	WF_18_qc_merged	WF_201_qc_merged	WF_38_qc_merged	WF_202_qc_merged	WF_11_qc_merged	WF_26_qc_merged	WF_204_qc_merged	WF_14_qc_merged	WF_24_qc_merged	WF_21_qc_merged	WF_16_qc_merged	WF_12_qc_merged
PWY-5927	0	0	0	0	0	0	0	0	0.0540396	0	0.0434791	0	0	0.0487406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185734	0	0	0	0	0	0
PWY-5928	0.0715258	2.8011	0.324079	0.647163	0.248355	0.4698	1.0644	0.322224	0.57452	0	0.98062	0.738643	0.957828	1.0069	1.12091	0.26124	0.722544	0.277488	0.222314	0.750403	0.607329	1.51551	0.678198	1.19395	0	1.80019	0.168262	0.654653	0.222095	0.336261	0.393606	1.03853	0.297949	0.350248	0.248514	0	0.125256	0.591375
PWY-5936	9.81974	17.0724	84.1649	9.29923	81.3934	6.11442	8.49915	10.522	103.253	0	11.4318	13.5368	86.2383	38.3289	11.9275	27.1955	66.412	43.3187	7.63572	20.5314	11.2892	10.8998	25.4064	23.7372	73.7046	55.5586	17.0192	5.74558	12.8392	107.697	9.31094	11.0387	14.1381	108.784	27.3218	0	54.3883	116.915
PWY-5939	3124.95	1395.88	1794.1	2022.15	1524.16	2526.7	1837.61	1660.3	1205.25	0	1009.98	2012.37	1889.74	1294.73	2026	1649.81	1205.76	1563.21	2581.8	1780.14	1488.24	1213.84	1498.68	1273.6	2086.54	1618.34	1658.85	2488.41	2323.75	1937.84	2185.28	1372.68	2303.7	1462.56	1689.38	0	1901.59	1553.72
PWY-5940	155.051	58.9603	52.1287	0	0	0	0	0	0	0	54.8184	52.1798	55.9326	52.8507	86.6243	57.0444	44.8116	59.0532	0	52.3343	0	56.7243	52.9729	0	53.3453	0	58.1685	0	107.628	0	94.1719	0	53.1062	45.8262	53.5772	0	0	0
PWY-5941	791.1	671.533	527.555	541.872	598.524	630.834	675.672	473.588	722.671	0	443.337	886.753	612.829	452.257	748.784	621.17	660.514	580.268	744.204	626.866	697.908	829.935	406.606	441.509	559.007	604.951	555.436	713.855	753.488	653.15	666.682	760.164	520.893	708.428	562.742	0	665.234	693.534
PWY-5951	0.179656	2.76391	0	0	8.17967	0	0	0	7.01577	0	0	17.2313	7.25767	0	0.734194	7.94093	13.8578	2.62495	1.30734	5.99921	3.86923	0	0	0.71646	8.63318	14.3429	9.50699	0	1.01571	0	7.92007	0	0	5.76061	1.65691	0	12.0372	8.75122
PWY-5954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0329887	0	0	0.00787786	0	0	0	0.0297374	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5958	38.0526	277.744	221.743	129.526	197.219	85.6371	265.532	86.9443	209.539	0	137.756	143.169	127.479	133.282	184.614	129.344	183.667	145.437	60.0534	213.825	223.514	193.031	112.838	124.817	163.559	163.947	154.451	115.311	142.517	170.511	194.862	176.716	76.2942	185.604	172.273	0	191.391	187.175
PWY-5961	0.0460625	0	0	0	0.065589	0.0156853	0.0446498	0.0307216	0	0	0.163271	0	0	0.168405	0	0.252278	0	0.0341289	0	0	0.063848	0.0491157	0	0	0	0	0.0173605	0	0	0	0	0.0989553	0	0	0.06123	0	0.0400593	0
PWY-5964	0.0979861	0	1.0767	0.511929	0.641592	0.235366	0.658718	0.14343	4.5622	0	0.765714	0.755903	0.820526	0.749858	1.15753	0.399182	2.23419	1.82144	0.118871	0.766487	1.39404	0.219306	0.391595	1.05145	1.1968	0.422221	1.13441	0.941731	0.116726	0.814938	3.60642	1.23604	0.72588	0.54124	1.15493	0	19.2639	1.65259
PWY-5965	382.445	1602.51	996.376	761.864	1100.51	809.223	1214.32	1219.79	1421.8	0	1427.77	805.707	1099.53	1116.98	964.948	1446.05	1328.98	1002.33	562.133	1323.25	1296.22	1435.04	1466.73	1475.61	1021.23	1222.7	1061.01	772.716	998.549	1262.71	843.982	1377.42	1345.85	1138.92	1204.39	0	868.378	1252.82
PWY-5966	9.88537	119.397	29.4591	26.2459	40.7927	31.1747	82.1109	26.0807	47.1232	0	41.3245	30.8089	30.0543	27.5181	43.9263	32.5722	47.7928	33.5315	25.4526	81.679	60.3262	67.1252	19.2882	36.8881	32.0316	58.1153	34.8264	33.7958	44.712	19.4441	38.9917	82.0609	35.262	55.213	38.0251	0	35.019	53.5569
PWY-5970	0.17198	0	0.151602	0	0	0.0344798	0	0.174681	0.0963542	0	0	0	0	0	0	0	0	0	0.138926	0	0.227056	0	0	0	0.114078	0	0.299317	0.699832	0.109005	0.204479	0	0	0.32147	0	0.302734	0	0.0815448	0
PWY-5971	394.868	691.874	722.848	927.713	880.646	669.286	651.209	785.537	897.823	0	913.114	1105.45	808.747	1026.15	692.196	1046.58	948.946	1110.41	347.543	760.849	691.776	555.297	980.258	1038.81	892.792	1045.06	1135.65	577.373	475.913	979.46	826.64	815.795	1008.64	978.191	842.454	0	956.398	990.021
PWY-5972	758.348	1085.65	1069.98	742.949	905.786	845.417	920.841	914.038	1091.38	0	971.206	880.035	947.404	958.564	840.179	1154.88	985.084	899.96	790.354	926.205	996.942	1015.15	1085.66	1039.2	1011.97	928.074	945.928	896.822	948.374	974.464	816.114	971.503	1045.95	1018.82	1230.58	0	791.761	1015.43
PWY-5973	426.56	778.363	1003	1013.82	1070.3	705.668	722.78	810.424	1120.68	0	1026.62	1222.18	1052.34	1089.23	832.182	1162.19	1192.05	1212.06	356.052	819.489	812.892	636.627	1217.62	1060.48	1143.52	1235	1320.17	685.521	483.413	1013.8	889.519	901.633	1154.11	1126.38	999.522	0	1120.27	1180.24
PWY-5975	827.205	805.446	1048.56	919.36	938.019	874.761	907.022	845.186	902.369	3252.75	822.837	843.006	896.384	1041.25	855.5	883.53	923.16	1020.39	845.887	875.203	940.118	918.898	875.639	888.558	1024.3	860.232	957.25	751.172	890.801	919.703	937.338	874.765	792.3	971.552	993.262	0	956.201	941.33
PWY-5976	2147.97	855.293	765.231	1284.37	567.503	1751	1314.58	2034.14	592.292	0	1856.95	785.743	330.099	382.128	1440.56	681.997	666.298	411.692	2190.82	1104.36	734.656	600.445	1057.38	400.595	756.469	724.219	665.618	2364.24	1552.37	1250.66	1221.53	649.529	764.329	423.084	604.651	27471	584.489	510.872
PWY-5978	1091.25	897.846	1226.31	1166.57	1174.01	1058.75	944.826	928.547	1066.4	0	987.767	1246.85	1137.87	1153.52	1034.67	1388.37	1002.06	1132.35	976.783	925.424	1042.25	970.642	1120.63	979.442	1134.13	1140.04	1255.07	1148.94	1035.68	1217.56	1155.03	993.837	1438.33	1132.11	1345.94	0	1074.7	1138.23
PWY-5981	756.694	869.09	775.334	752.33	801.519	864.205	794.063	866.26	756.499	0	671.604	846.557	787.183	768.076	771.579	915.381	774.718	719.344	763.868	885.67	763.285	848.781	840.114	850.331	747.966	877.487	778.72	850.657	816.697	900.886	738.061	801.652	1043.45	741.305	877.619	0	684.613	788.428
PWY-5982	0	0	0	0	0	0	0	0	0	0	0.121826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5987	3184.73	3290.65	3594.98	3562.37	3829.97	3319.46	3582.36	3347.22	3649.86	11384.6	3545.13	3495.82	3772.65	3878.87	3430.44	3476.65	3684.06	3791.92	3284.77	3513.95	3701.53	3799.24	3392.91	3610.63	3549.89	3516.34	3641.11	3022.75	3566.39	3611.96	3600.39	3624.52	3380.25	3660.61	3486.32	0	3800.56	3567.59
PWY-5988	1.54156	0	4.22448	5.57935	21.2376	8.90751	0	6.89546	33.1761	0	21.6173	2.70925	0	12.7723	19.4969	5.91339	18.3606	2.25033	2.77776	0	8.84067	13.1069	13.12	3.2107	0	3.79141	7.46061	10.7435	3.83732	10.7629	9.59634	2.29288	6.15366	34.8588	3.66197	0	29.1344	41.9458
PWY-5989	284.873	528.309	524.737	682.559	640.688	486.968	488.609	576.208	654.766	0	684.271	798.41	586.263	740.828	506.976	773.631	691.474	802.73	255.517	566.8	511.362	415.819	705.695	752.544	646.86	763.078	821.13	422.065	355.94	710.157	624.157	606.157	730.531	714.483	612.617	0	693.147	722.46
PWY-5991	0	0	0	1.28381	1.64591	0.674675	0	0.241469	0.289162	0	0	3.7903	0.326688	0	0	0	0.174664	0	0.632445	0	0	0	0	0	0	0	0	0	0	0	0	0	0.933078	0	0	0	0	0.166485
PWY-5992	0	0	0	2.24667	2.88035	1.18068	0	0.42257	0.506033	0	0	6.63303	0.571704	0	0	0	0.305662	0	1.10678	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63289	0	0	0	0	0.291348
PWY-5993	182.181	149.954	204.416	194.474	195.882	176.491	158.937	154.891	178.227	0	164.945	208.519	190.011	192.485	172.635	231.561	167.918	188.874	163.153	154.867	173.963	162.065	186.808	163.401	189.072	190.44	209.482	191.519	172.687	202.926	192.714	166.434	239.806	189.79	224.726	0	179.283	190.046
PWY-5994	394.091	748.789	739.943	914.633	894.388	678.032	686.404	811.002	930.572	0	940.852	1086.72	826.921	1031.83	709.243	1067.88	972.698	1103.65	360.955	795.999	729.554	610.281	1010.66	1066.11	900.819	1056.17	1130.99	589.581	507.872	996.072	822.789	850.897	1029.71	988.237	865.075	0	950.897	1006.45
PWY-5995	0.964395	26.3786	1.0648	2.79338	7.74842	1.56786	12.1945	1.82754	4.27225	0	15.2842	3.37749	2.19582	3.20278	1.83385	1.07675	4.98433	4.01063	1.27977	15.5219	8.98713	12.077	4.08169	7.26958	3.88293	0.760247	1.4827	3.70546	1.52499	1.3694	3.4142	8.63011	1.50078	6.3335	2.20049	0	1.11711	3.84363
PWY-5996	10.3055	1.34948	0	2.78587	26.548	4.11232	0	0.573233	0.360531	0	1.22241	0	1.03336	1.24276	0	0.183656	8.90587	3.802	9.5285	0.249324	0.208005	0	0	7.91275	0	0.354988	0.909088	0.453972	0	0	0.305941	0	2.11527	0	2.67995	0	0.243621	3.30393
PWY-6	0.814856	0.162763	0.594459	1.72077	0	1.1021	2.36059	1.41895	2.21658	0	0.526802	2.29397	1.65797	0	1.26381	5.42757	2.46524	1.13963	1.01443	1.05326	0.212584	4.35312	0.936047	0.23434	4.16439	0.253233	2.15765	0	2.00977	0.57081	0.445308	3.75014	0	4.04081	0.997647	0	2.78058	2.78947
PWY-6000	1.92879	52.7571	2.1296	5.58677	15.4968	3.13571	24.3891	3.65509	8.5445	0	30.5685	6.75499	4.39164	6.40557	3.66769	2.15349	9.96866	8.02126	2.55953	31.0437	17.9743	24.154	8.16337	14.5392	7.76587	1.52049	2.96539	7.41091	3.04999	2.7388	6.8284	17.2602	3.00156	12.667	4.40098	0	2.23422	7.68725
PWY-6001	1.92879	52.7571	2.1296	5.58677	15.4968	3.13571	24.3891	3.65509	8.5445	0	30.5685	6.75499	4.39164	6.40557	3.66769	2.15349	9.96866	8.02126	2.55953	31.0437	17.9743	24.154	8.16337	14.5392	7.76587	1.52049	2.96539	7.41091	3.04999	2.7388	6.8284	17.2602	3.00156	12.667	4.40098	0	2.23422	7.68725
PWY-6002	536.73	1224.81	472.196	377.915	629.965	493.953	870.998	483.821	923.6	0	397.596	737.271	619.36	513.733	461.774	503.082	1034.22	536.247	498.48	704.413	697.013	675.458	393.68	476.961	756.519	616.119	681.97	217.636	496.326	590.177	486.853	714.836	578.409	904.331	533.975	26411.5	601.378	760.406
PWY-6010	9.81974	17.0724	84.1649	9.29923	81.3934	6.11442	8.49915	10.522	103.253	0	11.4318	13.5368	86.2383	38.3289	11.9275	27.1955	66.412	43.3187	7.63572	20.5314	11.2892	10.8998	25.4064	23.7372	73.7046	55.5586	17.0192	5.74558	12.8392	107.697	9.31094	11.0387	14.1381	108.784	27.3218	0	54.3883	116.915
PWY-6012	1709.54	239.293	449.399	564.137	178.552	1373.01	334.943	759.618	30.3584	0	21.1976	355.074	49.6149	55.3687	507.34	288.254	16.2892	228	1496.38	332.096	150.993	145.776	285.244	176.206	329.834	245.955	81.0339	26.6072	1375.52	499.9	466.482	317.417	376.532	71.5517	247.708	0	207.907	45.9942
PWY-6012-1	1709.54	239.293	449.399	564.137	178.552	1373.01	334.943	759.618	30.3584	0	21.1976	355.074	49.6149	55.3687	507.34	288.254	16.2892	228	1496.38	332.096	150.993	145.776	285.244	176.206	329.834	245.955	81.0339	26.6072	1375.52	499.9	466.482	317.417	376.532	71.5517	247.708	0	207.907	45.9942
PWY-6014	0	0	0	4.49335	5.7607	2.36136	0	0.845141	1.01207	0	0	13.2661	1.14341	0	0	0	0.611323	0	2.21356	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26577	0	0	0	0	0.582697
PWY-6015	14.7296	25.6087	126.247	13.9488	122.09	9.17163	12.7487	15.783	154.88	0	17.1477	20.3053	129.358	57.4933	17.8913	40.7932	99.618	64.9781	11.4536	30.7972	16.9338	16.3497	38.1097	35.6058	110.557	83.3378	25.5287	8.61837	19.2588	161.545	13.9664	16.558	21.2071	163.176	40.9828	0	81.5825	175.373
PWY-6018	1.54156	0	4.22448	5.57935	21.2376	8.90751	0	6.89546	33.1761	0	21.6173	2.70925	0	12.7723	19.4969	5.91339	18.3606	2.25033	2.77776	0	8.84067	13.1069	13.12	3.2107	0	3.79141	7.46061	10.7435	3.83732	10.7629	9.59634	2.29288	6.15366	34.8588	3.66197	0	29.1344	41.9458
PWY-6019	2.54511	0.850874	0.221908	0	0.432278	0	0.583349	0.136551	0.624142	0	2.91383	0	0.46708	0.254684	0.198513	0.188816	2.97441	0.13567	2.76342	0.444	1.91053	3.90249	0.973106	0.385963	0	0.167376	0	0	0	0	0.760991	2.4637	0	0.74042	0	0	0	0.929143
PWY-6028	33.2661	106.992	112.701	243.421	128.839	35.9329	95.2244	88.8051	117.769	0	93.0205	51.8151	93.2039	52.035	248.947	41.8777	70.1654	68.0842	61.7357	104.926	169.327	141.103	153.314	54.9538	96.5246	109.247	47.7787	16.5149	114.311	68.3025	113.719	170.61	32.2299	84.5448	189.211	0	182.436	91.6158
PWY-6032	4.07452	84.0092	195.417	31.5259	71.0052	58.4923	56.4683	43.1206	161.729	0	49.4271	28.6121	56.0475	136.9	23.3504	98.7343	138.44	113.605	7.87522	61.4618	66.8683	61.1493	86.3544	71.6446	194.096	47.1934	109.207	39.0944	49.5247	69.611	47.5087	41.5219	25.6383	191.416	197.678	0	49.477	187.192
PWY-6038	3.7544	23.1508	11.0148	92.9949	11.7506	6.23715	15.6568	8.43725	28.5248	0	88.7446	4.01366	10.7751	18.8515	84.1499	5.43985	25.8242	14.9066	4.22332	28.0276	19.5094	17.8345	19.4484	18.2331	0	19.6928	17.3169	14.6035	6.54762	0	56.842	20.7475	39.3522	26.0081	18.2944	0	12.4938	34.8053
PWY-6039	191.222	0	0	0	550.257	0	0	0	0	0	713.886	403.862	549.767	558.489	482.474	723.027	0	501.167	0	661.623	0	0	733.365	737.806	510.614	611.348	0	0	0	631.355	421.991	0	672.925	0	0	0	434.189	626.411
PWY-6045	5765.99	5146.75	6167.39	6246.36	6140.1	5772.38	6030.13	5657.58	5346.2	22769.3	5469.84	5729.37	5938.4	6465.73	5848.4	5592.31	5633.24	6461.07	5873.96	5775.7	6179.62	6076.5	5619.59	5790.04	6005.53	5738.47	6045.51	5023.64	5938.46	6020.26	6276.32	5874.22	5392.27	5652.03	5766.76	0	6396.55	5466.16
PWY-6047	0	0	0	0	0	0	0	0	1.96707	0	0	0	0	0.752498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.95035
PWY-6048	6.51179	4.3723	0	1.54509	15.3548	2.07709	0	2.33335	3.493	0	30.718	0	1.99083	2.73053	0	0.218425	13.1855	2.32074	5.90161	1.38066	3.79273	0	0	7.27974	0	1.85502	0.930181	0.817865	0	0	4.57167	0	1.35189	0	3.44458	0	0.157451	2.96888
PWY-6049	0	0	1.01196	0	0	0	3.03268	0	0	0	0	2.61528	0	0	0.479718	0	0	0	0	0	0	7.31442	8.80263	0	0.132238	0	0	0	0.484111	0.112728	0	2.69402	0	3.00133	0	0	0	0
PWY-6051	29.4592	51.2173	252.495	27.8977	244.18	18.3433	25.4975	31.566	309.759	0	34.2953	40.6105	258.715	114.987	35.7825	81.5864	199.236	129.956	22.9072	61.5943	33.8675	32.6994	76.2193	71.2116	221.114	166.676	51.0575	17.2367	38.5177	323.091	27.9328	33.1161	42.4143	326.351	81.9655	0	163.165	350.745
PWY-6054	8.52497	26.319	23.2456	52.7882	27.8726	8.51541	53.7882	7.42067	35.99	0	19.6509	20.2843	24.1886	53.3409	35.0332	12.5109	31.7989	87.2731	7.47155	41.193	57.6159	51.6126	28.1617	59.7163	21.3822	13.1299	24.6413	21.3637	16.6496	18.5638	45.7974	56.704	15.2148	22.6499	29.3278	0	25.5703	25.0223
PWY-6056	382.445	1602.51	996.376	761.864	1100.51	809.223	1214.32	1219.79	1421.8	0	1427.77	805.707	1099.53	1116.98	964.948	1446.05	1328.98	1002.33	562.133	1323.25	1296.22	1435.04	1466.73	1475.61	1021.23	1222.7	1061.01	772.716	998.549	1262.71	843.982	1377.42	1345.85	1138.92	1204.39	0	868.378	1252.82
PWY-6057	0.0659031	0.248478	0.272106	0.369505	0.11921	0	0.172608	0.05526	0.577939	0	0.350583	0.255983	0.372839	0.0584057	0.270365	0.165105	0.298716	0.0921293	0	0	0.540067	0.420012	0.144786	0.0489382	0.210774	0.142436	0.648478	0.851046	0.0527546	0.497717	0.210291	0.158132	0.546645	0.242982	0	0	0.0623985	0.189074
PWY-6059	0	0	0	4.49335	5.7607	2.36136	0	0.845141	1.01207	0	0	13.2661	1.14341	0	0	0	0.611323	0.0507678	2.21356	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26577	0	0	0	0	0.582697
PWY-6060	2.87759	24.0823	0	24.2563	17.8497	7.15106	17.2565	58.3026	39.0458	0	75.4702	109.728	0	57.4097	14.6295	10.7632	62.9969	65.2732	2.60474	13.7036	15.3633	29.2213	81.6902	40.4117	14.6712	40.0419	7.4536	0	2.87772	4.62089	29.6074	0	113.392	30.2741	0	0	1.12553	24.6951
PWY-6061	0.451271	1.19801	0.418998	0.445849	0.460733	1.59111	0.26052	0.656075	0.188288	0	0.163165	0	0.0476646	0.478392	0.668208	0	0.213401	0.258466	0.692052	0.810541	0.606727	1.05786	0.123511	0.518968	0.369384	0	0.346725	0.362057	1.0183	0.393331	0.311443	0.252168	0.16129	0.0951934	0.19804	0	0.353251	0.0449023
PWY-6071	7.59423	0	0	0	25.5726	9.60483	24.3393	33.3863	36.6661	0	0	0	29.4503	21.7127	26.5745	0	31.9633	22.0132	0	40.8163	0	53.9493	55.1412	21.5985	0	30.7737	0	0	7.17048	0	20.784	57.0418	16.4406	25.6093	24.5055	0	22.6149	23.2051
PWY-6073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59216	2.30748	0	4.24154	0	0	0	0	0	0	0	0	0	2.65282	0	0	0	1.10468	5.15099	0	1.93455	0
PWY-6080	623.268	476.843	609.296	468.537	497.469	536.878	485.334	470.512	516.131	0	464.248	590.99	543.968	490.494	499.042	606.385	457.915	496.683	586.881	452.326	518.482	508.844	537.913	390.285	549.429	489.817	521.399	618.624	579.058	518.187	504.195	480.639	579.938	516.221	706.205	0	468.48	479.387
PWY-6082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.59216	2.30748	0	4.24154	0	0	0	0	0	0	0	0	0	2.65282	0	0	0	1.10468	5.15099	0	1.93455	0
PWY-6085	0	0	0	0	0	0	0	0	0	0	0	0	10.0287	1.30376	0	0	4.13081	0	10.8168	0	0	0	0	0	0	0	2.30133	0	0	0	0	0	0	0	0	0	0	0
PWY-6086	0	0	0	0	0	0	0	0	0	0	0	0	10.0287	1.30376	0	0	4.13081	0	10.8168	0	0	0	0	0	0	0	2.30133	0	0	0	0	0	0	0	0	0	0	0
PWY-6087	0	0	0	0	0	0.106567	0	0.418555	1.36867	0	0	0	0.089532	0	0	1.16363	2.39104	0	0	0	0	0	0	0	0	0	0	0	0.0269824	0	0	0	0	0	0	0	0	0.104828
PWY-6088	8.14903	163.792	390.835	63.0517	142.01	116.985	106.34	86.2413	323.459	0	96.6732	57.2241	112.095	273.8	46.7007	197.469	276.293	227.209	15.7504	116.906	133.737	118.596	169.962	143.289	388.192	94.3867	218.415	78.1888	99.0493	139.222	95.0174	83.0437	51.2766	382.833	395.357	0	98.954	374.383
PWY-6089	0.894927	0	0	0	0	0	0	0	0.769234	0	0.406429	0	0	0	0	0	1.45904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6100	0	1.16223	0	0	0	0	0.213945	0.13375	0.533597	0	0	0.584508	0	0.122334	1.08877	0	0	0.381444	0	0.106961	0	1.15094	0.588473	0.366722	0	0	0	0	0.123025	0	0.380206	0.339876	1.03071	0	0.353124	0	0	0.175533
PWY-6104	1.19979	0.845605	2.33757	3.78531	5.09198	1.42253	0.573997	0.42257	4.37267	0	0.703265	8.75261	1.17355	1.48956	3.50839	0.161521	2.39789	5.20366	1.50128	3.88704	0.732596	1.61588	0.134422	1.15715	4.96473	3.07348	4.08645	4.48917	1.1097	0.23572	1.67751	0	5.74897	4.87145	3.56487	0	2.24052	4.31405
PWY-6107	0	0	0	0	0	0.0532835	0	0.209278	0.107409	0	0	0	0.044766	0	0	0.581815	0.10124	0	0	0	0	0	0	0	0	0	0	0	0.0134912	0	0	0	0	0	0	0	0	0.0524138
PWY-6113	1028.66	1511.5	1639.49	1708.61	1800.1	1368.19	1481.83	1476.43	1835.59	1862.94	1656.78	1952.08	1769.4	1851.87	1533.89	1897.39	1888.87	1961.29	1021.83	1578.69	1593.8	1526.25	1868.4	1824.82	1773.22	1907.8	2003.91	1295.17	1214.23	1768.15	1626.44	1705.3	1926.56	1827.59	1696.07	0	1847.36	1860.51
PWY-6116	0	0.244838	0	0	0	2.03368	0	0	0	0	0	0	0	0	0	0	0.14743	0.189597	0	0	0	0.221774	0	0	0	0	0	0	0	0	0	0	0	4.54114	0	0	0	0
PWY-6117	0	0	0	0	1.0132	0	0	0	17.2435	0	9.57507	0	0	0.242257	0	6.18743	3.80826	0	0	0	0	0	0	0	1.05686	5.54568	0	0	0	0	0	0	0	3.74481	0	0	0	2.58036
PWY-6118	1.84988	16.1144	2.07658	1.00581	24.6208	1.63995	27.7083	3.56274	2.59814	0	11.9968	0	1.70027	1.77632	3.40745	1.03797	1.49167	8.54175	4.92451	6.87354	11.0258	7.20565	1.54176	3.06744	7.39953	3.99317	7.28122	0.663718	0.299126	0.509445	3.97005	8.7522	7.95874	2.01956	1.22914	0	0.903281	1.61215
PWY-6120	9.57305	39.5572	20.8375	21.1177	30.5297	14.5019	24.2891	19.2541	43.4331	0	27.898	29.0881	43.2203	26.0748	38.1027	31.3411	41.9859	20.2381	5.72375	21.1529	41.2475	48.1672	19.014	18.436	21.8295	22.553	23.4889	17.3234	23.5456	12.3104	35.1832	33.1095	37.8678	43.7544	26.1967	0	21.6681	44.6116
PWY-6121	1930.01	838.859	987.472	1169.93	960.666	1450.82	1057.14	1031.37	950.541	0	710.454	1170.87	1049.05	604.341	1243.86	962.685	785.152	776.721	1813.25	898.365	731.669	691.699	864.754	566.954	1010.31	902.485	922.97	1867.32	1622.56	1036.83	1182.98	790.805	1062.21	752.649	1003.71	0	1011.77	806.396
PWY-6122	1930.01	838.859	987.472	1169.93	960.666	1450.82	1057.14	1031.37	950.541	0	725.873	1170.87	1049.05	629.952	1243.86	962.685	785.152	776.721	1813.25	898.365	731.669	691.699	864.754	725.37	1010.31	902.485	922.97	1867.32	1622.56	1036.83	1182.98	790.805	1062.21	752.649	1003.71	0	1011.77	806.396
PWY-6123	1822.44	1163.91	907.127	1303.85	917.12	1467.44	1174.25	1081.61	1048.44	0	970.403	1233.73	867.978	910.406	1187.37	878.881	973.414	898.205	1663.77	901.068	997.077	776.815	933.399	1056.56	880.743	810.451	844.296	1459.24	1524.27	949.22	1224.52	847.426	1090.26	928.109	945.622	0	903.392	970.688
PWY-6124	1822.44	1163.91	736.423	1303.85	867.316	1451.43	1174.25	1081.61	1033.55	0	927.507	1060.29	797.496	797.311	1187.37	832.439	858.369	775.533	1663.77	864.069	861.159	720.097	816.757	973.935	767.667	736.945	749.603	1459.24	1524.27	818.19	1224.52	795.265	975.546	783.236	869.902	0	898.541	830.744
PWY-6125	1353.92	1410.83	1191.83	1348.84	1261.93	1373.94	1297.45	1320.89	1241.92	0	1196.31	1392.92	1278.71	1267.7	1363.75	1397.66	1310.29	1263.13	1464.42	1254.58	1204.77	1388.44	1463.15	1390.44	1254.16	1299.79	1284.77	1924.92	1279.83	1162.74	1361.74	1294.22	1336.88	1161.96	1214.35	0	1267.04	1209.73
PWY-6126	2491.42	2807.41	2665.45	2804.32	2707.04	2646.76	2821.56	2480.89	2424.55	0	2437.39	3017.93	2747.81	2422.41	2948.74	2691.2	2658.72	2678.73	2709.76	2915.98	2845.06	2904.34	2335.66	2589.58	2762.56	2832.49	2794.4	3015.98	2610.04	2839.67	2937.42	2865.51	2984.71	2734.5	2602.98	0	2691.5	2832.51
PWY-6129	1.66588	8.59508	1.64349	2.5786	2.78225	1.37174	3.84437	1.79765	2.3156	0	2.54356	6.46617	2.38683	1.5091	2.02191	1.0503	1.69035	1.64526	0.727926	2.52353	5.2041	5.14129	2.01672	1.52467	0.517893	2.44039	1.75049	2.02533	2.43866	1.67721	2.4555	3.47481	0.825279	3.06883	0.991354	0	1.60203	2.53528
PWY-6130	59.8213	33.3067	123.865	125.698	166.602	26.5196	57.7916	61.6633	137.655	0	155.034	37.5941	190.221	103.705	187.524	106.248	92.1309	133.51	69.0033	41.2428	100.882	49.0283	124.853	139.364	65.9104	169.494	190.361	12.1638	40.8156	107.013	190.106	107.122	35.8472	147.333	150.086	0	165.755	126.332
PWY-6131	324.318	127.609	210.667	233.542	218.203	207.053	149.221	121.406	274.789	0	133.218	373.295	278.956	197.613	263.257	218.809	137.86	254.367	316.603	126.257	315.572	229.324	190.911	169.952	175.482	195.494	204.219	344.159	350.217	370.73	231.437	187.851	221.801	220.174	266.055	0	314.605	192.056
PWY-6138	2.15692	0	0	0	0	0	0	0	2.98248	0	2.95872	0	0	0	5.58678	0	10.499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.964892	0	0	0	0	0	0
PWY-6139	1.87736	10.4224	0	4.76748	0	0.103937	0.595624	0.0126731	0	0	4.14952	0	0	0	8.19652	0	15.5104	0	0	14.0025	0	14.8676	0	0	0	0	0	4.02436	0.0405533	0	0	1.32159	0	12.7848	0	0	0	10.1303
PWY-6140	0	0	5.29544	0	0	0	0	0	0	0	0	4.59854	0	228.182	0	0	0	0	0	0	0	0	139.335	302.249	0	82.9252	25.2076	0	0	0	0	0	0	0	0	0	0	0
PWY-6141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
