# Pathway	WF_34_qc_merged	WF_31_qc_merged	WF_22_qc_merged	WF_15_qc_merged	WF_17_qc_merged	WF_40_qc_merged	WF_33_qc_merged	WF_23_qc_merged	WF_10_qc_merged	WF_1_qc_merged	WF_25_qc_merged	WF_203_qc_merged	WF_3_qc_merged	WF_32_qc_merged	WF_13_qc_merged	WF_39_qc_merged	WF_2_qc_merged	WF_30_qc_merged	WF_36_qc_merged	WF_29_qc_merged	WF_20_qc_merged	WF_27_qc_merged	WF_37_qc_merged	WF_28_qc_merged	WF_35_qc_merged	WF_19_qc_merged	WF_18_qc_merged	WF_201_qc_merged	WF_38_qc_merged	WF_202_qc_merged	WF_11_qc_merged	WF_26_qc_merged	WF_204_qc_merged	WF_14_qc_merged	WF_24_qc_merged	WF_21_qc_merged	WF_16_qc_merged	WF_12_qc_merged
12DICHLORETHDEG-PWY	3.38662	64.493	11.183	32.4152	12.8069	31.5679	45.1592	205.355	36.8051	0	195.994	22.4122	4.9906	64.8384	30.9578	15.2473	63.1216	44.0605	15.1091	35.7974	44.9504	34.02	103.091	128.511	13.3254	68.3804	38.1208	8.75311	6.50071	13.7715	37.294	26.313	34.6578	24.0604	8.66643	0	15.8901	30.0407
1CMET2-PWY	822.756	893.068	749.548	778.378	728.911	769.008	791.92	822.677	842.983	0	908.273	688.713	689.287	687.373	788.83	763.818	771.125	650.424	823.364	784.774	768.121	759.623	765.809	762.591	636.585	691.772	664.088	1091.79	768.293	667.72	705.594	857.344	586.036	701.207	800.871	0	727.242	713.268
2ASDEG-PWY	0	0	0	0	0	0	0.511725	0.549912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2OXOBUTYRATECAT-PWY	20.3206	235.692	56.6078	36.0007	25.3279	3.30551	102.088	11.7049	125.641	0	141.72	21.5058	29.1602	130.413	46.517	76.4645	86.8466	118.893	12.9746	211.326	199.892	185.47	50.9644	70.9843	72.4591	97.1061	19.9244	17.9764	8.7885	82.967	68.0579	212.817	18.5151	158.565	83.4873	0	31.1715	57.1737
2PHENDEG-PWY	0.113947	0	0	0	0.890609	1.21967	0	0.0801537	0.0799339	0	0	0	0.200941	0.893755	0.123276	0	0.781316	0.040527	0	0	0	0.725402	0.526589	0.0909991	0	0.315746	0	0	0.0699786	0	0	0.458057	0	3.35771	0	0	0.207426	0.0877991
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	6.79505	59.5933	30.5469	12.9076	28.1246	23.1257	22.2938	29.8415	28.0645	0	26.1541	19.5634	19.8616	74.289	20.0783	53.0319	34.6457	41.095	13.247	22.1294	37.3792	26.8124	45.7278	120.057	22.944	25.887	14.7838	15.5468	27.6568	14.01	15.9057	34.1315	14.7867	31.1204	26.5609	0	26.8641	30.9977
4-HYDROXYMANDELATE-DEGRADATION-PWY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4AMINOBUTMETAB-PWY	0	0	8.68414	5.0168	2.08702	1.27298	0	0	7.14017	0	9.29283	0	0	0	0	3.67737	5.55443	0	1.06826	6.6028	11.597	11.5013	3.10213	0	0	1.70652	0	6.42712	0	0	8.86071	10.9289	0	10.3882	0	0	0	3.65924
4TOLCARBDEG-PWY	624.159	477.918	614.85	473.669	494.432	538.303	483.529	469.519	515.169	0	465.903	593.352	546.46	492.959	499.294	607.407	452.742	496.166	587.633	452.548	523.321	508.24	540.028	391.636	546.136	488.964	524.05	616.653	582.404	508.447	508.83	471.63	583.371	516.093	703.108	0	476.442	477.089
7ALPHADEHYDROX-PWY	939.013	790.928	1106.78	746.872	808.423	863.515	774.099	838.579	926.177	0	845.795	913.386	871.339	929.277	786.711	1004.99	813.135	855.626	887.414	727.684	840.439	805.211	904.23	827.442	1007.34	782.037	888.387	958.875	917.712	830.34	816.314	742.179	894.407	958.775	1243.67	0	749.202	896.731
ACETATEUTIL-PWY	1375.22	1405.36	1377.36	1295.12	1316.37	1360.01	1419.23	1303.34	1391.04	0	1460.15	1386.81	1386.43	1427.13	1320.79	1497.09	1456.34	1355.91	1291.09	1483.06	1594.33	1504.39	1356.48	1609.28	1364.28	1432.88	1429.28	1236.85	1316.57	1265.79	1241.97	1568.25	1321.28	1419.78	1340.03	0	1328.07	1460.69
ACETOACETATE-DEG-PWY	184.291	358.767	445.378	346.977	419.284	328.275	340.71	461.114	477.813	0	515.755	380.302	406.465	519.825	334.725	707.669	555.233	469.3	196.649	538.325	595.861	569.077	666.069	842.932	618.46	619.309	525.384	179.557	165.825	270.445	223.276	608.565	790.278	544.433	501.707	0	392.039	700.193
ADENOSYLHOMOCYSCAT-PWY	0	38.5439	4.4401	5.20125	5.83244	1.62114	28.4195	3.66361	7.61843	0	21.6177	1.30963	4.14379	7.80069	3.15373	2.48129	7.99795	5.42684	0.810354	19.0654	10.1733	8.11989	8.99891	13.9797	7.29976	3.60719	3.58112	1.64038	2.9505	3.96061	5.1986	5.23368	1.37354	5.96809	7.49994	0	7.08769	4.44292
AEROBACTINSYN-PWY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.70696	0	0	0	0	0	0	0	2.06215	0	0	0	0	0	0	0	0	0	0	0	0	0
ALACAT2-PWY	452.128	825.753	951.898	740.945	839.87	565.464	713.838	890.317	932.505	0	994.699	766.775	879.63	888.867	902.867	864.165	914.101	828.16	552.509	719.729	770.957	643.224	1090.82	847	907.257	1026.49	924.159	824.475	529.411	716.457	915.205	701.526	843.868	743.211	813.056	0	825.188	782.628
ALADEG-PWY	53.2105	343.184	166.592	210.244	244.292	139.789	192.35	195.799	285.36	0	194.824	155.04	191.224	135.79	286.13	223.853	217.231	148.604	79.6159	275.99	255	376.51	173.227	69.1992	104.65	182.885	173.496	98.6527	241.334	206.342	232.102	332.523	113.083	291.343	166.36	0	336.928	287.575
ALANINE-DEG3-PWY	37.9456	171.954	317.179	123.854	195.991	36.187	183.512	44.3612	297.637	0	188.209	132.63	240.802	228.636	310.407	167.571	211.929	315.469	59.3494	191.936	182.609	228.04	169.007	186.899	210.896	203.013	204.913	89.6579	63.48	246.298	249.939	176.986	61.1729	281.864	263.563	0	205.343	241.257
ALANINE-SYN2-PWY	37.9456	171.954	317.179	123.854	195.991	36.187	183.512	44.3612	297.637	0	188.209	132.63	240.802	228.636	310.407	167.571	211.929	315.469	59.3494	191.936	182.609	228.04	169.007	186.899	210.896	203.013	204.913	89.6579	63.48	246.298	249.939	176.986	61.1729	281.864	263.563	0	205.343	241.257
ALANINE-VALINESYN-PWY	245.328	444.751	778.544	366.713	552.033	325.054	405.377	336.494	824.203	0	491.864	495.593	574.402	355.452	525.787	651.472	584.949	396.189	328.769	479.256	634.02	590.029	537.08	309.85	665.734	543.56	456.124	398.203	512.706	516.292	434.429	592.477	231.78	670.504	681.42	0	598.562	648.025
ALKANEMONOX-PWY	0	0	0	0	0	0	0	0	0	0	1.87389	0	0	0	0	0	2.63509	0.267102	0	0	3.43787	0	0	0	0	0.784773	0	0	0	0	4.08274	0	0	0.338204	0.972399	0	0	0
ALL-CHORISMATE-PWY	541.887	537.397	423.244	447.341	436.41	479.765	512.339	498.107	421.545	0	513.045	463.736	431.94	437.487	463.111	351.084	407.061	457.509	524.444	499.829	426.412	397.941	408.671	505.928	404.985	471.611	444.32	509.908	493.414	406.442	456.558	430.263	376.648	408.514	427.742	10928.4	474.858	428.984
ALLANTOINDEG-PWY	0.457847	2.19765	3.80293	1.54074	2.19614	0.726668	0.691565	0.408788	3.74723	0	4.18736	0.433173	1.14427	2.91484	0.744078	2.87436	1.1577	0.766119	0.862363	2.22753	0.758285	1.75516	1.50783	3.37892	2.69469	0.445832	0.840586	0	0.583116	0.337127	0.368501	1.62538	0.543348	3.15008	2.62597	0	1.13568	2.36085
AMMASSIM-PWY	2122.19	1306.4	1677.05	1643	1432.17	1819.37	1645.6	1622.48	1448.56	0	1476.36	1754.05	1488.55	1183.55	1838.35	1498.76	1495.75	1658.81	2055.16	1753.18	1721.6	1727.51	1331.3	1079.14	1735.48	1624.88	1524.87	1796.46	1782.35	1617.69	1907.03	1773.58	1300.93	1564.42	1416.27	0	1495.55	1487.43
ANAEROFRUCAT-PWY	2259.92	2370.04	2167	2251.55	2326.62	2218.3	2255.98	2298.28	2349.19	0	2378.77	2367.21	2446.88	2165.55	2260.04	2264.25	2416.05	2129.41	2258.82	2407.3	2370.77	2397.96	2369.63	2243.1	2272.85	2402.42	2289.39	2105.36	2182.48	2117.46	2223.05	2501.46	2320.49	2334.05	2388.87	0	2358.28	2400.65
ANAGLYCOLYSIS-PWY	2265.41	2430.76	2280.72	2319.73	2442.08	2267.85	2312.83	2419.69	2425.72	0	2497.39	2469.68	2553.31	2251.53	2335.23	2349.15	2490.83	2209.64	2230.08	2529.71	2464.17	2493.59	2472.1	2364.51	2378.01	2520.79	2402.85	2060.62	2229.3	2240.33	2275.43	2626.1	2401.58	2441.8	2488.9	0	2457.51	2502.7
ANAPHENOXI-PWY	0	0	0	0	0	0	0	0.234275	0.427698	0	0	0	0	0	0.216862	0	0.231982	0.0852026	0	0	0	0.887913	0.945875	0.893328	0	0	0	0	1.44556	0	0	1.11753	0	0	0	0	0	0.952693
ANARESP1-PWY	654.512	868.088	765.348	683.103	722.274	722.163	776.848	774.109	786.439	0	891.66	657.292	815.656	746.971	752.327	869.405	834.931	726.794	647.458	806.871	728.92	777.628	810.122	795.59	792.541	800.666	756.835	653.691	708.885	761.928	710.139	806.767	804.183	768.191	864.942	0	743.57	809.612
ARABCAT-PWY	1103.13	682.312	794.187	1000.07	917.443	1094.11	1062.12	953.82	704.805	0	609.683	1151.23	1200.58	924.155	998.22	818.562	825.091	891.782	1061.27	1037.87	825.543	898.854	757.917	919.88	807.569	929.673	915.382	1010.89	904.756	885.374	829.618	811.943	899.028	1020.38	830.245	0	768.741	994.254
ARG+POLYAMINE-SYN	2239.65	1533.14	1766.7	1829.91	1743.1	2043.48	1652.53	1588.13	1713.75	0	1327.16	1721.84	1925.01	1558.71	1925.66	1743.61	1722.54	1699.65	2094.52	1763.25	1623.68	1567.15	1714.31	1650.66	1861.08	1759.14	1763.78	2176.72	2030.01	1638.39	1859.69	1626.42	1889.48	1687.29	1806.65	0	1736.68	1722.93
ARG-GLU-PWY	0	8.50965	2.14088	0	3.51711	0	3.76341	0.42076	3.16325	0	3.91983	0	0	0	2.80124	0	0.790485	0	0	0	3.78836	3.61767	3.53982	0.511486	0	2.92372	1.02466	1.46752	0.542008	0	1.73665	2.87625	0	1.33078	0.532419	0	8.78722	0.192694
ARG-PRO-PWY	196.239	171.822	253.477	300.83	323.158	201.936	178.295	138.94	245.702	0	182.471	492.233	408.534	335.093	321.666	200.883	271.374	308.256	156.05	281.727	237.995	227.734	195.076	257.665	369.109	356.647	383.969	208.939	181.78	348.348	240.359	318.58	460.273	385.43	311.127	0	347.451	319.394
ARGASEDEG-PWY	0.558658	16.2461	5.85177	0	6.34105	0	3.83101	4.57036	14.1333	0	53.0115	0	0	9.85026	9.99242	0	16.2345	10.3244	3.31863	0	8.17016	10.8996	7.49954	7.47466	9.43174	23.0965	7.29128	3.02093	2.97501	0	4.25596	6.34079	4.41907	7.59727	4.3704	0	8.80471	12.5706
ARGDEG-III-PWY	119.42	530.897	200.232	345.031	404.482	155.664	349.57	287.951	282.488	0	300.333	433.65	306.314	340.883	298.69	242.057	350.699	377.026	98.1691	336.412	323.048	333.6	214.438	655.181	309.346	360.085	373.832	178.867	139.121	361.478	340.742	438.125	393.963	309.279	237.208	0	330.35	292.502
ARGDEG-IV-PWY	0.960157	4.73487	5.35335	11.0818	3.76191	3.79054	5.84887	2.13207	4.83153	0	1.97177	1.689	4.36024	1.19194	10.6551	1.45773	5.57749	0.785742	0.564972	1.19828	3.72483	3.16251	8.19818	0.985464	0	10.508	1.86708	6.05138	3.33118	3.21625	9.91015	2.8056	0	5.56978	6.43668	0	1.36445	5.62267
ARGDEG-PWY	0	0	44.3	27.6018	37.4132	16.8634	0	79.9462	35.8201	0	81.3514	0	0	62.0879	0	20.5658	51.4959	51.7218	9.45521	57.9059	47.2089	44.6664	53.0153	163.791	0	41.1477	0	12.7788	0	0	33.1139	31.4139	24.8987	33.9734	0	0	0	31.5256
ARGDEG-V-PWY	0	16.5401	5.33482	0	7.83896	3.66207	7.33555	2.02991	4.56107	0	2.47874	1.88535	9.14509	0.750439	14.5371	1.46795	6.43318	0.543402	0.730293	0	7.70003	6.72222	9.56104	0	2.87596	13.4843	1.40572	5.9214	3.50519	1.88497	9.74513	5.88119	0	5.00114	6.63336	0	0.90708	5.67174
ARGDEGRAD-PWY	1495.58	1113.23	1146.53	1369.54	1310	1262.57	1022.46	911.18	1244.14	0	957.651	1399.16	1421.85	817.909	1467.08	1275.01	1170.41	1122.61	1402.93	1281.57	1464.26	1263.27	1160.7	914.516	1298.77	1209	1278.58	1339.98	1421.47	1333.33	1285.66	1385.38	1238.09	1210.41	1191.38	0	1228.8	1277.03
ARGININE-SYN4-PWY	1715.07	1523.41	1481.17	1410.28	1447.8	1525.98	1227.17	1617.58	1477.05	0	1656.52	1454.85	1532.03	1481.3	1487.72	1504.91	1553.29	1327.41	1534.43	1341.63	1347.87	1176.12	1824.67	1562.89	1524.26	1592.21	1567.45	1667.81	1432.5	1283.28	1568.71	1334.02	1704.89	1243.07	1406.49	0	1395.81	1366.74
ARGORNPROST-PWY	494.544	416.011	414.446	508.851	484.246	433.221	372.437	315.855	465.846	0	361.448	555.948	542.905	347.62	538.706	444.926	433.737	432.222	460.274	476.206	523.947	476.735	399.198	351.183	488.423	461.88	496.902	461.69	470.521	505.276	463.587	542.148	0	480.789	444.978	0	471.092	483.016
ARGSPECAT-PWY	10.1072	135.492	187.517	91.1723	76.0694	40.2764	134.009	36.8349	21.3397	0	71.3284	46.9987	61.7617	81.966	179.816	89.4228	29.542	27.0735	15.0637	161.841	102.974	159.603	105.497	31.0355	29.2401	142.794	23.6794	100.233	40.778	35.4566	131.487	192.569	59.6757	44.6477	152.137	0	27.951	12.8087
ARGSYN-PWY	2498.21	1732.48	2050.99	2086.74	2006.15	2338.67	1918.04	1804.15	2021.02	0	1614.58	1952.16	2245.01	1746.67	2275.32	2060.39	2004.95	1939.03	2378.14	2036.99	1907.36	1771.37	2047.56	1911.26	2229.05	1963.65	2041.79	2500.63	2308.78	1899.84	2116.45	1860.03	2242.38	1934.64	2064.74	0	2064.83	1991.41
ARGSYNBSUB-PWY	2498.21	1732.48	2050.99	2086.74	2006.15	2338.67	1918.04	1804.15	2021.02	0	1614.58	1952.16	2245.01	1746.67	2275.32	2060.39	2004.95	1939.03	2378.14	2036.99	1907.36	1771.37	2047.56	1911.26	2229.05	1963.65	2041.79	2500.63	2308.78	1899.84	2116.45	1860.03	2242.38	1934.64	2064.74	0	2064.83	1991.41
ARO-PWY	1739.73	991.355	964.602	1033.17	885.547	1356.21	1098.31	1119.69	832.984	3991.72	952.729	1144.11	892.566	945.421	1045.6	795.82	779.721	1008.61	1677.82	1102.77	815.531	912.744	823.502	1023.17	876.975	932.195	985.907	1380.81	1378.6	960.876	996.251	943.609	877.788	915.976	912.355	0	1063.12	920.15
ASPARAGINE-BIOSYNTHESIS	26.46	353.057	65.8437	102.928	77.5751	86.3778	197.869	229.143	165.057	0	325.87	33.641	82.8219	82.5049	159.122	67.6545	164.823	67.5786	47.144	166.35	129.375	158.072	142.883	94.8667	69.789	153.782	86.6521	35.2966	114.358	26.1182	102.827	107.115	47.1593	97.2573	57.1563	0	79.6685	142.778
ASPARAGINE-DEG1-PWY	4.5849	216.355	21.9228	28.2569	43.418	41.7533	122.473	221.773	37.8289	0	241.708	27.4591	43.2715	63.0373	82.7569	33.9441	77.1764	64.6265	7.47783	93.8616	73.6956	128.623	69.9	54.9999	18.1413	73.9245	46.7322	4.39695	14.0084	38.5093	44.9973	65.4272	52.2414	52.0546	25.0627	0	26.2991	86.5548
ASPARAGINESYN-PWY	505.706	1328.66	1207.98	1037.76	1137.55	720.886	1165.66	1194.85	1078.71	0	1048.83	1200.82	1217.31	1384.01	1087.85	1228.74	1353.38	1366.25	532.018	1061.55	1091.51	1376.81	1400.21	1549.06	1083.53	1328.09	1458.92	641.757	618.347	1143.68	982.357	1300.42	1794.96	1345.46	809.193	0	1348.27	1235.11
ASPARTATE-DEG1-PWY	1528.69	778.435	552.157	752.244	393.54	1188.47	1020.94	686.972	283.693	0	483.3	655.332	510.902	586.579	904.314	368.17	282.82	554.646	1471.76	635.979	524.383	468.558	332.3	753.568	504.637	366.303	390.613	1580.3	1042.01	612.406	872.697	513.102	557.948	368.936	422.475	0	452.312	289.817
ASPARTATESYN-PWY	1528.69	778.435	552.157	752.244	393.54	1188.47	1020.94	686.972	283.693	0	483.3	655.332	510.902	586.579	904.314	368.17	282.82	554.646	1471.76	635.979	524.383	468.558	332.3	753.568	504.637	366.303	390.613	1580.3	1042.01	612.406	872.697	513.102	557.948	368.936	422.475	0	452.312	289.817
ASPASN-PWY	1017.2	1053.55	880.068	895.004	765.543	954.676	1093.3	940.91	681.201	0	766.067	928.075	864.105	985.295	996.082	798.454	859.039	960.448	1001.89	848.767	807.946	922.682	866.253	1151.31	794.085	847.195	924.766	1111.03	830.18	878.045	927.527	906.762	1176.45	857.2	615.834	0	900.289	762.461
ASPSYNII-PWY	79.1049	72.9771	131.551	116.415	46.6867	110.065	57.9167	65.2722	93.8115	0	141.025	156.932	90.1423	191.484	60.4434	95.1199	75.3889	139.864	83.1522	143.695	86.3457	71.5073	99.6185	361.958	130.097	112.225	93.7221	112.927	86.9702	91.2244	86.072	104.694	44.7238	151.981	138.333	0	76.1943	148.515
AST-PWY	1.86583	9.65373	4.49842	2.62934	4.21075	1.28146	6.84595	2.80037	9.54663	0	6.01256	5.15565	6.24671	3.02471	6.36486	2.88216	9.02261	3.27835	2.23501	5.8399	9.44132	5.33	3.19827	3.16442	2.69765	2.63913	4.11528	3.54531	4.82301	4.19821	3.70751	12.7339	1.74491	8.44666	5.51064	0	3.04833	6.07839
BENZCOA-PWY	0	138.689	87.4642	70.7064	97.5003	66.2894	108.828	109.917	127.159	0	147.548	68.8363	97.6537	96.1879	87.0078	128.522	119.083	88.2088	49.0915	121.542	121.869	138.125	138.674	123.876	88.2397	109.295	0	62.6807	0	111.589	74.49	133.207	110.211	99.8233	104.194	0	77.2913	107.713
BETA-ALA-DEGRADATION-I-PWY	6.28604	54.939	21.819	17.0775	8.46223	4.86537	14.6184	5.07572	16.6095	0	18.4521	10.5094	8.79837	18.5458	33.968	9.71335	8.24998	18.1617	5.93292	19.1812	22.8223	32.895	10.7787	13.1354	11.9151	6.39433	13.7918	12.5642	10.8356	9.1606	17.1478	21.1022	12.574	13.5599	17.3329	0	29.8753	12.1865
BETSYN-PWY	0.878821	13.423	5.65244	16.389	2.27009	4.67736	8.12696	0.80669	4.79766	0	11.1665	0.531795	1.38143	10.5538	11.4389	3.31746	5.54447	12.0209	0.727091	18.7885	10.9016	13.9699	10.3357	9.76807	3.79915	6.73269	1.39397	2.86492	7.52286	1.99853	18.8888	12.4883	1.76649	1.54378	6.89089	0	0.861794	2.55579
BGALACT-PWY	2075.93	1388.22	1646.77	2200.8	1438.89	3062.37	1942.88	1938.37	814.51	0	584.215	1396.78	1293.98	1033.95	1929.72	1608.96	690.761	1268.44	2834.92	1485.3	1173.86	952.183	923.604	893.203	1852.6	1125.64	1212.78	2514.62	2576.52	1722.16	1732.41	1140.89	1666.71	951.412	1293.33	0	1258.89	946.681
BIOTIN-BIOSYNTHESIS-PWY	303.742	539.455	549.189	675.335	685.011	496.829	493.567	633.363	673.587	0	753.849	842.673	625.534	771.89	560.516	752.217	766.064	836.994	269.031	568.34	569.536	488.079	765.629	758.164	671.168	814.838	838.616	418.013	394.399	705.325	639.025	610.851	756.649	765.771	606.3	0	711.697	773.628
BRANCHED-CHAIN-AA-SYN-PWY	2469.9	1477.87	1853.44	1758.03	1541.13	2106.93	1712.39	1734.86	1535.34	0	1275.18	1677.6	1757.27	1248.01	1801.95	1692.22	1462.95	1388.69	2382.05	1632.15	1512.46	1344.76	1599.19	1325.68	1929.97	1607.1	1546.09	2237.74	2086.93	1592.72	1760.2	1525.11	1903.24	1446.8	1656.63	0	1659.9	1473.57
BSUBPOLYAMSYN-PWY	694.56	604.896	792.712	1147.07	1218.93	889.105	809.331	791.576	922.272	0	555.647	1281.09	1281.81	1084.21	931.75	981.884	1051.27	1063.82	888.283	977.72	921.488	965.805	911.083	937.498	968.493	1428.35	1315.34	1206.75	712.541	867.619	1180.43	922.983	1418.04	1012.37	1090	0	898.253	1204.27
CALVIN-PWY	1448.07	1258.96	1106.31	1472.66	1250.49	1388.87	1222.39	1238.34	1312.84	0	1201.44	1491.21	1299.53	1190.36	1343.93	1169.51	1315.38	1216.22	1382.83	1173.53	1174.12	1153.17	1160.78	1224.12	1178.39	1322.28	1341.55	1194.24	1325.75	1187.8	1313.45	1190.6	1462.96	1286.02	1124.09	0	1339.98	1300.37
CARNMET-PWY	115.816	262.668	380.354	260.319	394.458	254.898	271.686	270.433	429.389	0	417.304	325.035	343.602	262.445	231.781	472.544	440.887	291.872	122.41	361.487	394.293	397.284	361.503	327.498	443.175	380.769	464.597	234.913	120.552	542.635	228.872	355.139	516.536	586.499	503.079	0	410.841	612.816
CENTFERM-PWY	108.527	347.12	328.503	263.305	324.529	231.543	272.959	335.663	502.471	0	462.614	255.666	278.052	299.692	213.66	425.278	468.477	334.421	128.48	389.67	432.794	428.442	425.924	328.548	401.696	420.937	387.2	168.59	107.62	366.044	198.052	429.007	476.578	508.296	442.101	0	317.277	585.983
CHLOROPHYLL-SYN	0	0	0	0	0	0	0	0	0.728974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CHOLINE-BETAINE-ANA-PWY	0.878821	13.423	5.65244	16.389	2.27009	4.67736	8.12696	0.80669	4.79766	0	11.1665	0.531795	1.38143	10.5538	11.4389	3.31746	5.54447	12.0209	0.727091	18.7885	10.9016	13.9699	10.3357	9.76807	3.79915	6.73269	1.39397	2.86492	7.52286	1.99853	18.8888	12.4883	1.76649	1.54378	6.89089	0	0.861794	2.55579
CITRULBIO-PWY	1505.59	1178.63	1197.98	1280.83	1238.62	1367.3	1059.46	1267.17	1186.95	0	1255.28	1212.69	1322.93	980.862	1260.91	1236.95	1297.67	1105.13	1390.29	1213.49	1266.39	1129.35	1354.62	1042.76	1271.08	1184.36	1248.88	1396.98	1335.87	1300.35	1257.7	1206.47	1278.33	1153.83	1253.59	0	1173.45	1250.51
CITRULLINE-DEG-PWY	2506.84	1890.03	2230	2356.51	2378.52	2264.62	1854.27	1719.92	2164.84	0	1725.14	2203.97	2615.21	1528.43	2640.83	2448.69	2151	2112.55	2388.83	2311.85	2650.2	2107.6	2242.1	1718.22	2502.35	2259.59	2332.28	2360.15	2388.24	2489.4	2279.4	2409.81	2304.72	2255.22	2292.44	0	2246.66	2402.62
COA-PWY	2030.07	972.843	884.399	1272.94	883.984	1801.34	976.218	1678.04	836.888	0	997.707	967.493	821.632	583.402	1365.43	838.307	758.747	692.025	2159.13	972.391	878.185	760.324	944.05	582.285	1012.07	1002.44	846.129	1714.9	1698.97	814.901	1040.81	744.001	1143.59	786.782	827.008	0	890.972	761.88
COBALSYN-PWY	10.0781	71.5244	39.0669	0	0	29.9281	33.6232	86.7156	77.5398	0	122.142	0	61.8128	26.003	57.6301	77.368	70.1589	34.3871	14.0305	29.9146	72.0045	106.944	56.6498	29.7296	33.2196	59.1635	48.6208	42.1408	18.0795	0	61.7838	74.2865	42.176	66.2383	57.2621	0	49.7943	59
CODH-PWY	953.173	1134.5	1068.32	1146.77	1079.77	952.457	1045.31	1007.7	1279.57	0	1152.62	1165.68	1072.37	1005.91	1022.48	1109.73	1107.07	987.008	970.085	1112.38	1055.36	1111.27	1035.13	1131.59	963.713	1047.96	1066.25	1439.82	967.999	1017.53	1047.59	1193.29	902.425	1116.35	1198.23	0	1022.19	1102.93
COLANSYN-PWY	863.522	1008.69	1013.57	896.526	860.557	908.706	951.76	885.821	963.352	0	776.355	811.084	866.437	871.683	918.609	984.586	929.8	786.075	900.922	1014.65	938.709	925.252	996.058	853.89	967.659	862.193	804.547	1000.79	876.306	900.927	858.262	1034.77	850.037	975.493	1004.69	0	897.799	930.231
COMPLETE-ARO-PWY	1196.7	806.711	787.653	836.277	745.101	999.22	883.668	893.68	725.189	0	802.735	856.65	767.795	757.271	854.8	645.99	677.743	805.455	1124.11	850.784	713.352	694.174	684.659	813.042	741.505	805.549	777.647	1044	1013.45	762.518	820.643	760.848	734.398	730.109	742.235	0	839.558	746.134
CRNFORCAT-PWY	0.158491	0	0	0.605616	0	0	0	0	0.895994	0	0	0	0	0.0949761	0	0	0.132541	0	0.641639	0	0	0	0	0.266719	0.719861	0	0.389193	0	0.819286	0	0	0.938078	0	0.195923	0	0	0.642073	0
CYANCAT-PWY	0	0	0	0	0	0	3.56166	0	0	0	0	0	0	13.0297	9.43511	0	0	6.17807	0	9.48641	9.36656	0	0	0	0	0	21.2398	0	0	0	0	0	0	0	0	0	20.5472	0
CYCLOHEXANOL-OXIDATION-PWY	8.74641	67.7197	44.1132	37.5636	41.9489	56.7116	62.0316	114.186	44.0347	0	160.197	43.8071	45.7835	133.242	34.3715	44.8892	44.4785	81.3331	16.9474	70.4487	54.0127	30.1724	70.0356	269.588	38.331	51.8875	48.0939	4.91114	21.4115	26.2821	11.4057	27.7399	49.9102	86.2145	76.6289	0	35.5848	73.2005
CYSTSYN-PWY	609.962	707.193	1414.69	1104.76	1140.42	873.921	638.466	785.493	1167.63	0	1201.46	1417.28	1078.51	1647.45	1011.92	1322.09	1213.61	1415.39	569.593	975.682	1169.76	1079.61	1422.83	1494.56	1277.59	1147.84	1354.96	727.634	755.29	1175.58	999.364	1128.77	1243.74	1428.29	1477.16	0	1278.15	1369.84
DAPLYSINESYN-PWY	1179.67	986.655	985.706	984.166	949.544	1048.47	1006.09	846.876	845.293	0	784.734	1016.5	982.261	897.762	991.604	996.117	902.426	915.296	1058.79	1009.4	890.481	965.819	902.961	950.992	991.209	875.587	979.847	1192.92	996.605	944.278	1029.79	854.009	1015.58	872.506	946.754	0	1011.74	944.393
DARABCAT-PWY	10.9417	147.399	91.8289	43.0001	56.6795	31.968	132.755	49.3885	119.634	0	203.317	24.2303	102.208	128.398	70.3892	85.175	111.18	109.271	25.7317	121.934	140.666	177.263	65.1725	161.879	102.749	94.8996	75.6802	16.1923	49.7164	81.164	95.8467	156.535	10.586	108.627	96.0065	0	107.904	127.309
DARABCATK12-PWY	0	83.2419	49.5295	29.0567	35.4294	27.5493	73.1471	96.8063	70.0795	0	212.778	0	0	66.3984	49.1539	42.7115	76.5811	59.5544	17.3712	66.9671	77.8994	89.5831	81.1901	88.2743	54.334	70.917	58.6476	0	24.8784	0	57.5966	81.5515	8.77392	60.6811	0	0	0	69.4691
DARABITOLUTIL-PWY	25.0817	34.2329	52.6583	72.8083	40.5907	33.4143	42.7309	24.9508	63.1212	0	35.0233	49.8349	57.492	25.9399	87.1306	17.2839	44.8659	30.5407	30.0181	30.4906	37.1048	24.9164	18.8961	19.8701	39.0197	23.1698	22.2147	8.76576	41.9884	34.7345	77.4197	26.3327	8.50277	54.2612	15.1543	0	14.7139	59.4665
DENITRIFICATION-PWY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.48636
