kingdom	phylum	class	order	family	genus	species	sample_id	WF_50	WF_51	WF_52	WF_53	WF_54	WF_55	WF_56	WF_57	WF_58	WF_59	WF_25	WF_24	WF_27	WF_26	WF_21	WF_20	WF_23	WF_22	WF_29	WF_28	WF_36	WF_37	WF_34	WF_35	WF_32	WF_33	WF_30	WF_31	WF_38	WF_39	WF_89	WF_88	WF_83	WF_82	WF_81	WF_80	WF_87	WF_86	WF_85	WF_84	WF_94	WF_95	WF_96	WF_97	WF_90	WF_91	WF_92	WF_93	WF_204	WF_202	WF_203	WF_201	WF_18	WF_19	WF_14	WF_15	WF_16	WF_17	WF_10	WF_11	WF_12	WF_13	WF_69	WF_68	WF_61	WF_60	WF_63	WF_62	WF_65	WF_64	WF_67	WF_66	WF_6	WF_7	WF_4	WF_5	WF_2	WF_3	WF_1	WF_8	WF_9	WF_78	WF_79	WF_72	WF_73	WF_70	WF_71	WF_76	WF_77	WF_74	WF_75	WF_47	WF_46	WF_45	WF_44	WF_43	WF_42	WF_41	WF_40	WF_49	WF_48
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	Bacteroides HGM04727	OTU-10870	0	1364	0	1179	0	833	0	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides	Bacteroides xylanisolvens	OTU-10135	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3650	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides_A	Bacteroides HGM04739	OTU-01779	0	0	0	2	0	2	0	0	0	20	3	15	2	4	0	4	440	9	7	8	879	9	456	31	7	17	18	6	771	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	46	0	0	31	0	0	0	32	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	22	0	52	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	814	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides_A	Bacteroides HGM04741	OTU-05233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1660	0	0	0	0	1006	0	1177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides_A	Bacteroides HGM04744	OTU-12881	0	0	0	0	0	0	0	0	0	0	1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	0	963	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	576	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides_A	Bacteroides coprocola	OTU-13313	30	0	29	0	18	0	9	0	6	162	86	57	18	17	0	12	206	10	18	71	25	35	12	32	61	33	72	7	16	40	0	15	0	0	0	27	44	2	0	0	0	0	0	0	0	0	0	0	145	15	82	37	242	8	17	0	86	9	35	0	28	0	109	108	0	83	10	90	7	15	62	106	396	0	308	18	59	18	0	5	0	0	41	9	50	10	20	3	0	49	0	0	9	0	10	0	25	36	227	59	10
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides_A	Bacteroides HGM04754	OTU-12309	140	0	48	0	0	0	21	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	643	93	196	0	158	82	66	494	0	0	0	0	0	0	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	79	0	73	0	106	0	45	0	71	325	0	0	188
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides_A	Bacteroides coprophilus	OTU-12026	18	218	59	422	27	275	41	341	0	15	35	0	11	11	0	15	0	0	15	52	0	0	0	0	61	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	47	18	32	205	29	28	0	19	41	0	0	0	0	0	0	13	0	0	0	331	0	262	29	37	65	0	0	0	0	0	0	0	16	18	0	0	0	0	0	0	0	46	411	65	0	0	0	42
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides_B	Bacteroides HGM04760	OTU-12483	33	515	54	551	168	121	137	155	0	37	0	0	4	7	0	14	0	0	0	0	0	0	0	14	0	14	0	0	0	0	0	100	60	128	43	14	77	0	0	45	0	0	0	0	0	0	0	0	17	0	100	0	521	87	7	14	152	95	6	0	0	0	0	0	0	0	19	0	24	46	0	0	0	0	0	8	8	14	0	8	16	0	0	14	14	0	45	0	0	12	0	0	0	0	5	63	79	0	0	37	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides_B	Bacteroides HGM04761	OTU-13515	0	243	0	85	0	82	0	61	0	0	0	53	212	151	0	136	0	50	93	150	0	57	0	36	278	65	384	33	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	119	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	265	0	132	0	0	168	0	56	0	0	0	0	35	0	0	0	0	0	52	0	0	0	37	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides_B	Bacteroides HGM04762	OTU-12034	135	0	59	0	44	0	85	0	24	49	100	115	2	7	0	9	17	69	2	6	67	39	57	58	16	1	18	0	57	56	0	6	35	7	14	0	19	29	24	56	0	0	0	0	0	0	0	0	15	12	86	0	389	26	60	0	540	20	38	0	66	0	0	0	0	33	51	0	51	29	0	0	69	0	91	8	24	7	0	6	0	1	2	64	4	54	100	6	2	3	8	0	79	0	42	0	49	198	25	0	129
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides_B	Bacteroides HGM04765	OTU-22023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3656	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides_B	Bacteroides HGM04770	OTU-12205	0	0	0	0	31	0	47	0	34	289	0	0	38	0	0	42	273	0	0	98	0	0	32	36	150	0	202	0	228	0	0	113	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	325	43	322	40	0	92	45	77	0	57	0	30	44	0	0	0	0	95	54	0	82	71	0	0	0	0	0	90	36	26	0	28	34	0	0	0	0	0	50	0	27	0	28	0	0	0	29	0	0	0	244	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides_B	Bacteroides HGM04772	OTU-05189	0	0	0	0	0	0	0	0	0	0	0	0	243	518	0	605	0	0	450	0	0	0	0	0	0	418	0	830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides_B	Bacteroides HGM04774	OTU-10806	0	0	0	0	0	0	0	0	0	0	0	0	486	466	0	545	0	0	324	0	0	0	0	0	0	382	0	923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Bacteroides_B	Bacteroides HGM04777	OTU-05023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2034	1524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Paraprevotella	Paraprevotella HGM04804	OTU-10815	0	0	0	0	0	0	0	0	0	0	0	0	387	791	0	831	0	0	245	0	0	0	0	0	0	142	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Paraprevotella	Paraprevotella clara	OTU-04378	0	0	0	0	0	0	0	0	0	98	195	0	0	0	0	0	0	0	0	387	0	0	0	0	339	0	609	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	317	0	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	0	96	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	Prevotella HGM04824	OTU-13184	0	185	0	168	0	204	0	113	86	26	249	88	0	0	0	0	0	59	0	73	197	42	171	43	98	0	202	0	0	65	0	17	0	0	27	22	36	0	0	0	0	0	0	0	0	0	0	0	0	85	83	0	0	103	0	0	0	136	0	0	0	0	0	0	0	0	37	0	35	27	0	0	0	0	0	60	0	137	0	0	0	0	140	145	20	113	105	0	0	35	0	0	0	0	0	110	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	Prevotella HGM04832	OTU-10777	0	0	0	0	0	0	0	0	0	0	0	0	531	397	0	602	0	0	190	0	0	0	0	0	0	346	0	845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	Prevotella HGM04846	OTU-01770	0	0	0	0	1419	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	242	0	1291	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	Prevotella HGM04863	OTU-12542	59	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580	0	0	0	0	191	178	577	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	189	307	0	0	169	0	87	0	0	0	0	0	0	0	0	0	0	220	0	90	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	86
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	Prevotella HGM04870	OTU-05588	397	0	0	0	0	0	0	0	0	0	1802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	286	0	0	0	0	224	0	0	408
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	Prevotella HGM04878	OTU-09914	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	604	0	152	0	0	0	0	0	0	0	0	0	0	0	1634	0	0	0	212	0	0	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	Prevotella HGM04898	OTU-12235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	820	0	0	0	0	840	833	840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	Prevotella HGM04901	OTU-12288	0	0	0	0	0	0	0	0	0	0	0	0	178	473	0	517	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	327	0	0	0	0	447	374	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	Prevotella HGM04902	OTU-11421	98	0	0	0	0	0	0	0	0	0	3077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	Prevotella HGM04905	OTU-12149	0	88	0	376	0	301	4	286	21	4	0	15	0	13	0	12	23	4	16	19	0	0	0	24	0	14	0	18	0	0	0	3	48	0	0	10	9	74	46	28	0	0	0	0	0	0	0	0	0	0	0	0	30	125	82	4	0	35	49	42	102	16	42	186	0	0	20	82	46	52	32	48	19	0	24	72	108	11	0	15	34	66	0	0	6	6	72	12	12	0	30	0	0	0	14	307	5	0	8	15	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	Prevotella HGM04913	OTU-12011	0	41	27	113	0	80	20	92	0	12	70	46	0	0	0	0	0	44	0	0	0	19	0	39	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	12	327	0	203	6	220	0	376	0	0	0	0	0	0	0	0	0	0	0	141	0	187	13	542	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	19	120	25	48	0	0	49
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	Prevotella HGM04928	OTU-12023	632	0	0	0	0	0	0	0	0	0	0	0	44	46	0	45	0	0	48	0	0	0	0	0	0	46	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	384	0	0	0	0	1072	0	0	711
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	Prevotella sp.	OTU-11385	0	0	0	0	0	0	0	0	0	0	3260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	Prevotella sp.	OTU-05572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	592	596	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	1030	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	Prevotella bivia	OTU-04228	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	615	0	1079	0	0	0	0	0	912	0	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	14	0	0	0	0	20	0	0	0	0	0	0	0	0	368	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	Prevotella buccae	OTU-09839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	777	0	0	0	0	1299	0	1052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	Prevotella copri	OTU-12100	1527	0	0	0	0	0	0	0	0	0	636	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	221	0	61	353
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	Prevotella corporis	OTU-13072	0	0	0	0	0	0	0	0	0	0	0	0	429	226	0	294	0	0	96	0	0	0	0	0	0	49	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	348	0	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533	0	0	254	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	Prevotella HGM05059	OTU-11580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	0	0	0	915	0	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	Prevotella sp.	OTU-11785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	82	303	99	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	1631	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Barnesiellaceae	g__Barnesiella	Barnesiella intestinihominis	OTU-12405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	50	0	24	37	0	0	0	0	0	0	175	0	210	33	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	1007	48	0	0	402	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	413	38	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Dysgonomonadaceae	g__Dysgonomonas	Dysgonomonas sp.	OTU-13469	33	0	68	40	52	0	41	0	56	0	59	0	0	0	0	0	34	0	0	0	418	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	34	47	34	50	0	0	0	0	0	0	0	0	0	62	0	0	78	0	82	45	41	0	295	35	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	77	0	85	52	40	48	0	0	0	0	0	39	0	40	128	33	0	73
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Dysgonomonadaceae	g__Dysgonomonas	Dysgonomonas capnocytophagoides	OTU-13160	140	137	0	78	0	107	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	99	93	0	0	0	0	0	0	0	0	0	0	0	0	76	92	0	74	105	0	0	0	96	156	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	96	0	0	91	0	177	0	610	167
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Homeothermaceae	g__CAG-1031	Homeothermaceae HGM05189	OTU-12558	708	0	0	0	0	0	0	0	0	0	0	0	205	134	0	179	0	0	160	241	0	0	0	0	204	43	248	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	100	141	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	157	0	0	107
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Homeothermaceae	g__CAG-1031	Homeothermaceae HGM05191	OTU-10349	0	0	73	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	134	0	0	0	2032	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Homeothermaceae	g__CAG-1031	Homeothermaceae HGM05198	OTU-12593	0	84	0	0	0	457	0	73	0	0	0	0	128	305	0	418	0	0	366	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Homeothermaceae	g__CAG-1031	Homeothermaceae sp.	OTU-12032	0	0	0	0	0	0	0	0	0	0	13	24	64	49	0	50	0	26	0	0	0	0	0	14	35	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	0	0	16	489	0	402	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	1041	12	0	42	0	0	23	30	15	45	25	47	21	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Homeothermaceae	g__CAG-1031	Homeothermaceae sp.	OTU-12535	0	13	63	32	50	29	115	21	17	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	36	21	23	27	0	26	0	0	56	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	36	0	0	0	0	0	190	256	0	0	0	518	0	0	366	558	16	0	9	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	189	0	16	0	10	40	16	0	0	72	0
d__Bacteria	p__Bacteroidetes	c__Bacteroidia	o__Bacteroidales	f__Homeothermaceae	g__CAG-279	Homeothermaceae sp.	OTU-13038	0	11	0	42	0	24	0	19	0	0	0	0	101	15	0	34	0	0	30	0	0	0	0	0	0	27	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	286	0	570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1249	0	0	30	0	0	0	0	0	0	0	6	4	0	5	0	0	0	0	28	0	0	0	0	0
